"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ko:K00001,ko:K13953",0,NA,NA,NA,NA
"ko:K00003,ko:K12524",0.297086033978556,0.191320287793401,1.03845832255055,0.276998094660008,0.974978913702335
"ko:K00010",3.16926485696354,-0.183508824423436,1.03561258535169,0.487260707214393,0.974978913702335
"ko:K00012",0,NA,NA,NA,NA
"ko:K00013",0.505046257763546,0.201860417993238,1.04371534687578,0.243792391788636,0.97170929344849
"ko:K00014",0,NA,NA,NA,NA
"ko:K00016,ko:K00024",0,NA,NA,NA,NA
"ko:K00018",1.90398069366752,-0.1690104042426,1.03006654522432,0.614195526923113,0.974978913702335
"ko:K00019",0,NA,NA,NA,NA
"ko:K00020",0,NA,NA,NA,NA
"ko:K00024",0.0679993104881256,-0.0733691177379394,1.01730090963065,0.524683211714225,0.974978913702335
"ko:K00027",364.962347588363,0.564794390005077,1.21520093549267,NA,NA
"ko:K00030,ko:K00031",0,NA,NA,NA,NA
"ko:K00031",6.18795443243291,0.0134134609226844,0.974080796734224,NA,NA
"ko:K00033",1.57125120681692,0.0473649147277474,0.987938365047317,0.776601334176907,0.980557240122357
"ko:K00034",0,NA,NA,NA,NA
"ko:K00036",6.93785296342837,-0.247092890308154,1.02997225412305,0.439904898558005,0.974978913702335
"ko:K00045",0,NA,NA,NA,NA
"ko:K00052",2.49552268541987,0.232734435078289,1.05750961229603,NA,NA
"ko:K00053",14.6027471819461,-0.279896217048216,0.987054311901648,0.46195118819896,0.974978913702335
"ko:K00057",3.45968023860429,-0.185815040610763,1.03660089940105,0.466865453953316,0.974978913702335
"ko:K00058",10.2278969143378,-0.115851418632078,0.989725075065456,NA,NA
"ko:K00059",12.4521992409134,-0.185479301823188,0.948058548236022,0.627058623560443,0.974978913702335
"ko:K00060,ko:K08322",0.47533765436569,0.200813232764378,1.0431725787978,0.247736679986997,0.97170929344849
"ko:K00067",0,NA,NA,NA,NA
"ko:K00074",4.4859991130762,0.270734721280599,1.07238137588404,NA,NA
"ko:K00075",0,NA,NA,NA,NA
"ko:K00077",6.8138321595704,-0.177306926455774,0.995289318071653,0.489345217809333,0.974978913702335
"ko:K00082",0,NA,NA,NA,NA
"ko:K00082,ko:K11752",0,NA,NA,NA,NA
"ko:K00088",5.09930794557171,0.112624512947664,0.988544900341811,NA,NA
"ko:K00097,ko:K22024",0,NA,NA,NA,NA
"ko:K00099",1.01009251552709,0.21158899428728,1.04890350019273,0.197476040333004,0.97170929344849
"ko:K00101,ko:K00467",0,NA,NA,NA,NA
"ko:K00103",0.0834017067621984,-0.0763423441897009,1.01748191804679,0.524683211714225,0.974978913702335
"ko:K00104",0,NA,NA,NA,NA
"ko:K00111",0,NA,NA,NA,NA
"ko:K00123",0,NA,NA,NA,NA
