"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ko:K00003,ko:K12524",3.29360158439134,0.215877496456288,1.05059726778388,0.161718399800041,NA
"ko:K00012",0.0765953856835195,0.112354170940488,1.01599305775358,0.718600361739786,NA
"ko:K00013",0,NA,NA,NA,NA
"ko:K00014",0,NA,NA,NA,NA
"ko:K00019",34.2897879854723,-0.219901038073921,1.05560514008047,5.60644099558948e-09,6.35396646166808e-08
"ko:K00020",0,NA,NA,NA,NA
"ko:K00023",0.312149172304122,0.161277454437817,1.02735630090595,0.518482131248959,NA
"ko:K00024",0.206478039283382,0.0647383074085151,0.998864550136338,0.785954846423232,NA
"ko:K00029",0,NA,NA,NA,NA
"ko:K00030",0.0504034531313212,-0.0891964423735766,1.0134864734133,0.964031277270302,NA
"ko:K00031",0,NA,NA,NA,NA
"ko:K00033",0,NA,NA,NA,NA
"ko:K00036",0.156074586152061,0.133004138445929,1.02011648078802,0.63537493612126,NA
"ko:K00052",0.476247055353782,-0.151337523284761,1.02540153103623,0.817870388784996,NA
"ko:K00053",0.201613812525285,-0.139037552791793,1.02154108030329,0.736793244010123,NA
"ko:K00057",0.768453603732735,0.175990294389703,1.03279205896085,0.576411181237037,NA
"ko:K00058",0,NA,NA,NA,NA
"ko:K00059",18.1798176744708,0.279832650047257,1.07512283074599,0.0594002272838083,0.141202482903459
"ko:K00060",0.202868516389623,-0.135601238991172,1.02087567291819,0.74502715069744,NA
"ko:K00065",0,NA,NA,NA,NA
"ko:K00067",0,NA,NA,NA,NA
"ko:K00075",4.3616731023769,-0.21043069882164,1.04952307453076,0.180766182109376,NA
"ko:K00088",0,NA,NA,NA,NA
"ko:K00090",0,NA,NA,NA,NA
"ko:K00091,ko:K01784",0,NA,NA,NA,NA
"ko:K00097",0,NA,NA,NA,NA
"ko:K00099",0,NA,NA,NA,NA
"ko:K00102,ko:K03777",0,NA,NA,NA,NA
"ko:K00108",0,NA,NA,NA,NA
"ko:K00121",0,NA,NA,NA,NA
"ko:K00128",0,NA,NA,NA,NA
"ko:K00130,ko:K00151,ko:K10217",0.156074586152061,0.133004138445929,1.02011648078802,0.63537493612126,NA
"ko:K00133",0.0504034531313212,-0.0891964423735766,1.0134864734133,0.964031277270302,NA
"ko:K00134",0,NA,NA,NA,NA
"ko:K00145",0,NA,NA,NA,NA
"ko:K00147",0.818857056864056,0.142546662883045,1.0173072236389,0.721982078028861,NA
"ko:K00154",0,NA,NA,NA,NA
"ko:K00161",0,NA,NA,NA,NA
"ko:K00162",0.303675422652265,-0.158763807098951,1.02551139546857,0.654407405176042,NA
"ko:K00163",0,NA,NA,NA,NA
"ko:K00164",0,NA,NA,NA,NA
"ko:K00208",0,NA,NA,NA,NA
"ko:K00215",2.37445695618911,0.211768419408078,1.04841932085798,0.20087913755646,NA
"ko:K00219",0,NA,NA,NA,NA
"ko:K00228",0,NA,NA,NA,NA
"ko:K00239",0,NA,NA,NA,NA
"ko:K00241",0,NA,NA,NA,NA
"ko:K00242",0,NA,NA,NA,NA
"ko:K00252",0.0765953856835195,0.112354170940488,1.01599305775358,0.718600361739786,NA
"ko:K00253",0.156074586152061,0.133004138445929,1.02011648078802,0.63537493612126,NA
"ko:K00254",1.53690720746547,0.19988427822666,1.04253253307375,0.284242942357617,NA
"ko:K00259",0,NA,NA,NA,NA
"ko:K00263",0.156074586152061,0.133004138445929,1.02011648078802,0.63537493612126,NA
"ko:K00265",0,NA,NA,NA,NA
"ko:K00266",1.90498822141513,-0.197371355949713,1.04236399579454,0.312113281624214,NA
"ko:K00275",0,NA,NA,NA,NA
"ko:K00281,ko:K00283",196.810053137749,0.237749120129984,1.06103423677247,NA,NA
"ko:K00285",0,NA,NA,NA,NA
