"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ko:K00003,ko:K12524",120.55164501587,0.032546242108839,0.771408243545943,0.955923503003322,NA
"ko:K00010",10.2350446827822,-0.389250720049873,1.00603817832622,0.236474534815385,NA
"ko:K00012",577.309583609063,1.69828201607895,1.42476434355353,0.0249824886897703,0.0611733371700861
"ko:K00013",38.2878722249155,0.0338343713407609,0.756174263971589,0.952288914609064,NA
"ko:K00014",24.8715197833718,-0.231566185134505,0.89333562453471,0.596748718127493,NA
"ko:K00019",63.3872487344672,-0.458351042949034,0.717664407554604,0.379607122663795,NA
"ko:K00023",1144.13515585797,0.690759478228736,1.03752488789386,0.204596256036935,0.287832621070595
"ko:K00024",767.827319754422,1.37620766164698,1.43071342524714,0.0461048962414312,0.0971419441738061
"ko:K00029",231.415915117749,-0.568803495362301,0.73627711450773,0.286564434715359,0.373433988048901
"ko:K00030",56.9093275433273,-0.43053666376236,0.929583791849614,0.371874780869489,NA
"ko:K00031",1796.46662160571,3.12411106361107,1.30471708821769,0.000992056757709319,0.00599202281656428
"ko:K00033",170.788231841108,-0.755718688956254,0.725074118147384,0.158216390824079,0.238113040010989
"ko:K00036",1101.66420280533,0.78782253947167,0.983329349202921,0.177079449577207,0.2596019115161
"ko:K00052",745.980801070851,1.73420211568718,2.22590904720577,NA,NA
"ko:K00053",1591.07895844514,2.37904347487417,1.15774389981686,0.00365591543967669,0.0166589836496807
"ko:K00057",36.9208811135003,1.06711936562522,1.162287898136,0.093328021982677,NA
"ko:K00058",564.803889926841,3.32734021788678,1.9487162975173,NA,NA
"ko:K00059",2094.23134952753,3.43648773107856,1.19797838584801,0.000251502083960446,0.00227860888068164
"ko:K00059,ko:K18335",22.9590854229198,-0.788721647851544,1.19919466856732,0.116016323517227,NA
"ko:K00060",158.94820420677,-0.0660740659016035,0.714995213469944,0.889795987580679,0.901739557883776
"ko:K00067",34.5957160161143,-0.0100252780263827,0.711284856540603,0.981454676448745,NA
"ko:K00075",20.0306974775327,-0.612703426916265,1.05875273623891,0.164115880060488,NA
"ko:K00077",18.5031863716255,0.149586621099248,0.914056283025044,0.737283319237245,NA
"ko:K00088",1284.01373376925,3.78674576724489,1.63381039013644,NA,NA
"ko:K00090",816.410613867501,1.04458166366251,1.19412093715052,0.0916733618902819,0.159111237303823
"ko:K00097",33.4199637290706,1.35497398807097,1.37220895388391,0.051934684185103,NA
"ko:K00099",11.5903018645966,-2.38763931676565,4.65093083782951,0.0179463346973693,NA
"ko:K00102,ko:K03777",76.7796503947738,-0.511825965730837,0.728049786891506,0.330543041661502,NA
"ko:K00108",21.3153497708824,0.0227783517579403,0.920860387683472,0.963230486789152,NA
"ko:K00121",88.8580299623422,-0.614132701346416,1.02179124567282,0.219522994516174,NA
"ko:K00128",2044.42831731047,2.68318288805473,1.26275253854901,0.00253293406044714,0.0126090014217863
"ko:K00130,ko:K00151,ko:K10217",783.668016552001,2.03117724210496,1.88846571789066,0.0159621828888616,0.0463709838029003
"ko:K00133",276.944042605062,0.750837343645516,1.00388156799189,0.184027381902193,0.266918757118166
"ko:K00134",896.338066759665,2.18074997410681,1.81984757067933,NA,NA
"ko:K00140",10.7991477960192,-1.70871793569794,3.20516085623768,0.0239286937096993,NA
"ko:K00145",37.9474811622346,-0.250457517570369,0.899345619350865,0.569044297682719,NA
"ko:K00147",50.3626707848958,-0.470303806293902,0.946694925840753,0.327401711228418,NA
"ko:K00154",31.7699138775934,-0.660266289177568,1.08536764485157,0.171665060656485,NA
"ko:K00161",1628.34896493699,2.73550780040365,2.13469680768192,NA,NA
"ko:K00162",735.449592669807,2.1961005145055,1.65641075630987,0.0116442064529474,0.0358761551294626
"ko:K00163",916.61369971206,-0.64802561102788,0.632624783048348,0.194134004923939,0.278299696932103
"ko:K00164",978.288273826244,0.26937876282679,0.698901268444688,0.606502564193152,0.656842729845903
"ko:K00209",968.909066512639,3.20422253560211,1.86164962248384,NA,NA
"ko:K00210",0.757258947591711,-0.119154516744288,1.01729794169062,0.99904124823316,NA
"ko:K00215",649.084532488806,0.282138702395419,0.795052526674238,0.59106122876014,0.646740909730299
"ko:K00219",53.014581790781,-0.0906682256019875,0.733471650520599,0.857723915055732,NA
"ko:K00228",17.791894862169,-4.60710759016086,3.57741814120797,0.00446410573894258,NA
"ko:K00239",2007.34905010026,2.30928494074529,1.33449323809723,0.00666444494608127,0.0245446630941042
"ko:K00240",168.511127907561,-0.409018163585961,0.699976366791688,0.428841020148947,0.505898390956961
"ko:K00241",16.3320917230777,-0.448850461148166,0.982288297101259,0.274749802081279,NA
"ko:K00242",641.987489708321,3.22661593822469,2.00319795010888,NA,NA
"ko:K00252",956.667394416867,3.96158441421462,1.60004765990739,NA,NA
"ko:K00253",69.5788925944541,-0.740460453293913,0.858517090764778,0.195332446495949,NA
"ko:K00254",563.954167494295,2.70110223694261,2.481368613087,0.0074180289945503,0.0264270408546102
"ko:K00259",199.024751850034,-0.254286367487164,0.737138048947133,0.6208053851537,0.667992492813838
"ko:K00263",1854.89810786415,4.69385718126784,1.36107451015067,2.45835382463067e-05,0.000445453713023078
"ko:K00265",4024.59515354387,0.627170670944662,0.792653945670481,0.259322671514994,0.346528525652779
"ko:K00266",397.874704709007,-0.497607114196844,0.669591293256575,0.328314857753379,0.410375377893213
"ko:K00275",68.582166406051,-1.19810769778418,0.985734461471312,0.0536787102911294,NA
"ko:K00278",0,NA,NA,NA,NA
"ko:K00281,ko:K00283",742.630331863133,1.76367377453223,1.27194896240216,0.0198418030317126,0.0538223758884181
"ko:K00286",10.1859091515332,-0.0909066815012683,0.86449992036174,0.848273469544084,NA
"ko:K00287",97.6056284977418,-0.50885446514197,0.706263542819758,0.331529838923102,NA
"ko:K00297",39.8096014726046,-0.796965753729019,1.15509385774379,0.116937573382089,NA
"ko:K00311",108.725906126318,0.096933860146078,0.734595423240283,0.857040046929777,NA
"ko:K00317",20.1343709451631,-0.406453217613368,0.97113161544902,0.360257048067359,NA
"ko:K00324",778.539703792107,1.1786484166358,1.28792082025477,0.0681329930997018,0.125976513772102
"ko:K00325",95.4961563120147,-0.321338474343306,0.690561837097035,0.529089804058305,NA
"ko:K00329,ko:K00356",25.1073572275907,0.626116594474101,1.06539558280363,NA,NA
"ko:K00330",16.1315579003384,0.258391886066254,0.941008947269724,0.556795562777307,NA
"ko:K00331",945.818348527445,4.07919937749668,1.24990515711542,5.47299132733739e-05,0.000708361448938239
"ko:K00332",178.912071592858,0.589884513521515,0.835209661940263,0.288525156329173,0.373433988048901
"ko:K00333",1361.24248168519,3.44172013350387,1.19817562750931,0.000240874383101433,0.00227860888068164
"ko:K00334",118.21247334487,0.818354455167952,0.928580036389789,0.159867771911231,NA
"ko:K00335",1323.92673536656,3.05385658546574,1.64662098070917,NA,NA
"ko:K00336",725.75077359459,1.67547869815321,1.2280028734007,0.0233216389141361,0.058047815539031
"ko:K00337",36.8814872010015,0.403928321708063,0.813288324638152,0.456964878114143,NA
"ko:K00338",56.9899685481351,0.605048835252144,0.970189761700072,0.264950906773967,NA
"ko:K00339",8.46520467463012,-0.891228813937185,1.5128718782728,0.0648603700162247,NA
"ko:K00340",2.28626092414618,-0.200705467559293,1.03182641899566,0.63452501705272,NA
"ko:K00341",78.2562644048322,-0.0620389105412857,0.711429698758965,0.901687356673474,NA
"ko:K00342",78.5438778178936,0.11633246118751,0.710071830414622,0.826543050161643,NA
"ko:K00343",50.4782044205498,0.298338726289388,0.842682834015629,0.565806812956679,NA
"ko:K00344",19.2740391998215,-0.10821028651528,0.798910490599042,0.822999313902686,NA
"ko:K00368",273.117396088112,-0.539190395381338,0.727002941088386,0.3044813223854,0.39073665450591
"ko:K00375",785.23420535593,1.17194247065977,1.56665445150528,0.0550002438088032,0.108468769261221
"ko:K00380",741.026006168593,1.18693688785264,1.52873127713867,0.0568882056223411,0.111559987649007
"ko:K00381",343.268045483615,0.682709872068296,1.16993447353283,0.156849084782684,0.236842118021853
"ko:K00382",568.262649229342,-0.715777019130329,0.686070184287125,0.171332662031311,0.253639529085568
"ko:K00384",1061.61335104993,1.21165089508144,1.43602460540667,0.0604247148222295,0.115813588753976
"ko:K00390",25.7018841246433,-0.195742611447547,0.937587423542678,0.610501560519458,NA
"ko:K00404",11.6331754512176,-0.512480807160383,1.02471445775379,0.200981905207765,NA
"ko:K00405",23.6859575013987,-0.483722975793482,0.976910936726561,0.293569549390037,NA
"ko:K00406",74.5359109711104,0.213371556081003,0.746719699139871,0.685828910525653,NA
"ko:K00407",10.8752535710582,-1.45730162079044,2.57061604678488,0.0272349697833481,NA
"ko:K00411",143.989413078715,-0.310484449462534,0.676618640132168,0.539742276970305,0.605683712282854
"ko:K00412",763.531097997457,2.13730176323458,1.13263890798931,0.00638228410135283,0.0238612306172481
"ko:K00413",434.793157099135,1.20594706874168,1.13421236762287,0.0653278592206131,0.123306334278907
"ko:K00424",11.0854790359436,-0.266690903261579,0.944381547671975,0.530380195040072,NA
"ko:K00425",88.5663722933959,-0.566114572884892,0.790122020146137,0.289699591847739,NA
"ko:K00426",102.034287345997,-0.619893883654148,1.01824408744972,0.222847985821492,NA
"ko:K00432",979.567789668248,1.09763826013469,1.48932533141624,0.0644964872131181,0.122246479947877
"ko:K00433",27.9443482153353,-0.903268907201049,1.25822195040755,0.0704240398692656,NA
"ko:K00451",811.390511420341,2.54191654317467,1.74319878247015,0.00711152843899877,0.0257721790629315
"ko:K00452",22.7094174917648,-0.164500350722881,0.882005278946943,0.702974602145275,NA
"ko:K00453",14.3992344987637,-3.77817326159586,3.97744099366464,0.00912034135021783,NA
"ko:K00457",93.2473634652983,-0.883532211340575,0.841144979947681,0.12536237084364,NA
"ko:K00459",59.8395540100655,-0.298241436580285,0.89685979212317,0.516605863686402,NA
"ko:K00472",30.0114601563946,-0.249128239894582,0.911511624793475,0.560073865304484,NA
"ko:K00486",71.9164450189449,-0.478117533398058,0.743312746511258,0.371775311404035,NA
"ko:K00499,ko:K16319",348.925647092767,0.870499036274783,1.41672702707001,0.0721504439990551,0.131790931982145
"ko:K00500",133.039259271352,-0.384632157149641,0.676154439768591,0.44968541511876,NA
"ko:K00507",5987.3262698051,2.74722578639109,1.46175406223981,0.00394032044036005,0.0174996584263049
"ko:K00523",52.5205860601509,-0.405891589791672,0.744937370776757,0.437844367803055,NA
"ko:K00525",345.971126301703,-0.560057791898439,0.660988506617841,0.273033121562833,0.36059476404654
"ko:K00526",50.3176175290638,-0.679037899638579,1.04908311922207,0.183063750691041,NA
"ko:K00528",51.6539739592699,-0.489819553346058,0.955080845539091,0.309979173001418,NA
"ko:K00537",390.932559837114,4.45639765989142,1.57907679059817,0.00017363289188653,0.00182920232615345
"ko:K00548",107.512797231809,0.0926005382900717,0.658851929010904,0.859152538858128,NA
"ko:K00554",1520.19882272843,3.11218903080909,1.15344668431313,0.00046864730607887,0.0037245128009426
"ko:K00558",8.57621961568217,0.0220633599383271,0.914786280261357,0.982796655344677,NA
"ko:K00560",92.7902883423907,-0.494625205348818,0.737656494630945,0.35265692926809,NA
"ko:K00564",850.522666818801,4.20104761575192,2.42802134818182,NA,NA
"ko:K00566",24.0467980774697,-0.49986279629807,0.982612726329447,0.281149833621298,NA
"ko:K00567",7.32101329369494,0.130267330776385,0.952624620070582,0.727364209544664,NA
"ko:K00568",64.9495949127222,-0.739008113441809,0.785714530094694,0.182148206747343,NA
"ko:K00573",167.9485020949,0.381852187384985,0.807532621355527,0.473081383947833,0.548096846364113
"ko:K00574",279.7382613797,-0.486921118592199,0.697960134342975,0.346682733670233,0.423308027904624
"ko:K00587",9.27690833391491,-0.52273751837214,1.06578651530584,0.20112503071969,NA
"ko:K00600",1032.16236446881,1.03766118751182,1.14463514128586,0.0948254622020672,0.162711872642183
"ko:K00602",53.3051761601339,-0.139219037350899,0.69596248783165,0.780220750812014,NA
"ko:K00604",64.7745383540364,0.257457852219524,0.811833836194002,0.625685055205029,NA
"ko:K00605",670.477390319926,1.02223574269387,1.23674036798863,0.0927760178274064,0.160410443037462
"ko:K00606",45.3779077071032,-0.164788586238227,0.712301331241063,0.743709486285116,NA
"ko:K00609",10.6621266843352,-1.14234156469567,1.91132340084289,0.0364883421807186,NA
"ko:K00615",238.923799338041,-0.0995436398434448,0.635195676057028,0.837439559664123,0.863249194629001
"ko:K00616",226.346929125606,-0.552237245120794,0.822887020728237,0.29913620126341,0.384967895375922
"ko:K00626",1796.76825923286,1.07104155926534,1.06335708273583,0.0887359109590106,0.154605260247815
"ko:K00627",895.8054151862,0.69457825779379,0.866901978424318,0.219530565123802,0.301731359363818
"ko:K00631",101.604690463584,-0.375328938628517,0.67665720899747,0.461761533520958,NA
"ko:K00632",237.683349403051,0.24228365813919,0.733593715486103,0.647608841653717,0.693538546735541
"ko:K00639",255.292805762151,2.44077920063702,1.86573826972158,0.00869382944038735,0.0291726276777442
"ko:K00641",383.591095319723,0.421323505652552,0.669100549840427,0.416821328490786,0.496894899490332
"ko:K00645",1286.1357938813,3.82711940518299,1.84723196047747,NA,NA
"ko:K00647",608.672058448789,1.32184491465228,1.29896535116823,0.0515495958718737,0.103327287300703
"ko:K00648",1112.87244079748,3.91803540452457,1.5962361890084,NA,NA
"ko:K00652",4.14846624208481,0.0463104595744682,0.958255722712243,NA,NA
"ko:K00655",65.9682450365431,0.0163423786783117,0.690457659141788,0.979351266054296,NA
"ko:K00658",642.050688351189,0.826627594136206,0.869440550857947,0.155535867790768,0.236240887573133
"ko:K00666",1017.45071176274,3.05373195793694,1.59140492576291,0.00260399562913671,0.0126839787096659
