"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ko:K00003,ko:K12524",0.19927640782265,0.144523223888585,1.02056400709472,0.742437463505554,NA
"ko:K00004,ko:K00008,ko:K00098",0,NA,NA,NA,NA
"ko:K00008",0,NA,NA,NA,NA
"ko:K00009",0,NA,NA,NA,NA
"ko:K00012",2.4845220682604,0.21511384932509,1.05034539533665,0.199183782554178,NA
"ko:K00013",0.0653821596910632,0.0937389349113236,1.01120947008848,0.980406363833798,NA
"ko:K00014",8.83354410388766,0.225723919527233,1.05593696562217,NA,NA
"ko:K00016,ko:K00024",0,NA,NA,NA,NA
"ko:K00019",0,NA,NA,NA,NA
"ko:K00020",0,NA,NA,NA,NA
"ko:K00020,ko:K00042",0,NA,NA,NA,NA
"ko:K00024",0.194933993222999,-0.173211694017348,1.03117617075433,0.576698259812396,NA
"ko:K00031",0,NA,NA,NA,NA
"ko:K00033",0.15615131394303,-0.167770635359038,1.02911144601381,0.576698259812396,NA
"ko:K00036",0,NA,NA,NA,NA
"ko:K00046",9.26153588539226,-0.214494301049774,1.05191715830773,0.0717213356915085,0.112813328707769
"ko:K00046,ko:K00059",0.0931058302698817,0.118400678956101,1.01418352679542,0.896768924975707,NA
"ko:K00052",4.54922643800571,-0.215517112699083,1.05260587036739,0.109249287319395,NA
"ko:K00053",8.42816428156079,-0.220237231607709,1.05583459741102,NA,NA
"ko:K00057",0.0653821596910632,0.0937389349113236,1.01120947008848,0.980406363833798,NA
"ko:K00058",0.811791846471778,-0.189404526007519,1.03666971361644,0.347364592553155,NA
"ko:K00059",0.0996382039113249,0.1081750586354,1.01321572841526,0.980406346527978,NA
"ko:K00059,ko:K18009",0,NA,NA,NA,NA
"ko:K00059,ko:K21883",0,NA,NA,NA,NA
"ko:K00060,ko:K08322",0.221533473634093,-0.068877850150938,0.996863286843077,0.776913223795992,NA
"ko:K00064",0,NA,NA,NA,NA
"ko:K00067,ko:K01790",0,NA,NA,NA,NA
"ko:K00074",0,NA,NA,NA,NA
"ko:K00075",0,NA,NA,NA,NA
"ko:K00088",14.75685986492,-0.0141351106805296,0.976721652866003,NA,NA
"ko:K00099",0.124141107026509,0.131309640519207,1.01685857385617,0.836059422920289,NA
"ko:K00101,ko:K00104",0.0996382039113249,0.1081750586354,1.01321572841526,0.980406346527978,NA
