"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ko:K00001",23.9457469118826,-0.242276289474006,1.05272934648538,0.198876337008684,0.339214025112278
"ko:K00001,ko:K00043",1.34255310303418,0.187114746482079,1.03539951383118,0.484014045707113,NA
"ko:K00003",13.0207824215716,-0.204239695348714,1.02851268828234,0.371270261944174,0.514021327849924
"ko:K00004",0,NA,NA,NA,NA
"ko:K00004,ko:K00102",0.177318334363005,0.105214661427562,1.01178974283588,0.972760470425023,NA
"ko:K00008",12.3931882344315,0.240277375661642,1.05993658187172,NA,NA
"ko:K00010",4.28097121533542,0.21976793236638,1.05018079008508,NA,NA
"ko:K00012",1.54520262802048,0.191054448670868,1.03722215403232,0.452270835514812,NA
"ko:K00013",11.7965213020642,-0.0239862285427253,0.977365688483334,NA,NA
"ko:K00014",0,NA,NA,NA,NA
"ko:K00015",8.57130088989503,-0.328865198896512,1.10124852892018,0.0100256474369112,0.0613457448062751
"ko:K00019",29.5609206428067,-0.241814451823365,1.03798044187741,0.307981466189407,0.451396621299382
"ko:K00020",3.76732359753918,-0.153026784119172,1.00707818437507,0.539619249248731,0.659450898174078
"ko:K00020,ko:K01692",0,NA,NA,NA,NA
"ko:K00023",0.531955003089016,0.154125440038298,1.0227895770676,0.718566171068935,NA
"ko:K00024",5.72484908086275,0.230244435159874,1.05447897390568,NA,NA
"ko:K00029",9.57361060948872,-0.111602943364763,0.991993183221225,NA,NA
"ko:K00031",51.7917263537727,-0.197959700224322,0.955558674895534,0.598933497270398,0.710117628877504
"ko:K00033",27.5874617641869,0.354683300814507,1.07318038843297,0.228505457386721,0.371639916753497
"ko:K00035",34.9278131266782,-0.326704331731763,1.10083852650807,0.00146021600082126,0.0196567538572093
"ko:K00036",51.2248870369408,0.415433910684896,1.09558050044902,0.202758935138173,0.343366489622011
"ko:K00039",0,NA,NA,NA,NA
"ko:K00040,ko:K00045",52.0040637592491,0.477680626488135,1.18788021776696,0.0149753046723166,0.0757421479091157
"ko:K00041",0.607948574958876,0.159524769564819,1.02454935492638,0.682455212204433,NA
"ko:K00042",0.709273337452021,0.165520408441707,1.02663940313514,0.641574406230686,NA
"ko:K00046",74.2466017499891,-0.579064796128369,1.29272430312899,1.80326507336719e-05,0.000830451020629628
"ko:K00052",2.38113191858893,0.201572116282081,1.04239845679097,NA,NA
"ko:K00053",13.5894199091537,0.0822509676396217,0.970961132668126,0.802296258622764,0.863294456204199
"ko:K00057",0.354636668726011,0.136506066161652,1.01784187933112,0.831199336775378,NA
"ko:K00058",10.9099296302492,-0.0454389061209432,0.979277174701477,NA,NA
"ko:K00059",43.9076821584844,-0.0774502924379748,0.962067855438373,0.80311049982882,0.863294456204199
"ko:K00059,ko:K19336",1.95010681646467,-0.185623197996684,1.0263920061233,0.394628984849836,NA
"ko:K00064",0.50662381246573,0.152070592850125,1.02215369703059,0.731903385518409,NA
"ko:K00065",0,NA,NA,NA,NA
"ko:K00074",22.6327529100737,-0.297535482760655,1.07378546355084,0.141802434209653,0.266259935479498
"ko:K00075",28.3997536767648,-0.266140508260667,1.07311183936003,1.39097194938166e-11,2.7273442255787e-09
"ko:K00075,ko:K01921",0,NA,NA,NA,NA
"ko:K00077",0,NA,NA,NA,NA
"ko:K00088,ko:K00364",28.3456023074576,0.254272312409241,1.06623648782381,NA,NA
"ko:K00097,ko:K22024",32.130218045561,0.509461795401592,1.20590601511074,0.0232833443804025,0.0950898908138928
"ko:K00098",0,NA,NA,NA,NA
"ko:K00099",1.29103416482437,-0.140563557147126,1.01336006818515,0.514622094091748,NA
"ko:K00101",36.6055436046278,-0.0830617703133122,0.988897561290064,NA,NA
"ko:K00102",17.4723401110568,0.497650597502492,1.13346494695388,0.159713182786803,0.286959003980396
"ko:K00104",0,NA,NA,NA,NA
"ko:K00108",17.426670822216,0.172733858264459,0.980635222200803,0.608194744713236,0.716245493437526
"ko:K00111",28.5674886160969,0.271604996279759,1.00263118461339,0.445612953153753,0.581957214939603
"ko:K00116",2.12782001235606,0.199257522316497,1.04118098822527,NA,NA
"ko:K00117",191.662958586495,-0.883238462056552,1.76734694795006,1.95242457032137e-05,0.000854185749515598
"ko:K00117,ko:K21430",50.6757890921126,-0.472736866342374,1.15114981648232,0.106832208152392,0.218918459328671
"ko:K00121",4.17964645284227,0.218754570663558,1.04978757499088,NA,NA
"ko:K00123",19.6195510772691,-0.0120295903440234,0.956672121917676,0.961344601491122,0.971335480721399
"ko:K00124,ko:K00335",37.9766331750775,-0.207234331007722,1.02052316824507,0.397313920233651,0.540141734781981
"ko:K00126",0,NA,NA,NA,NA
"ko:K00127",9.39767741814784,-0.155060297626028,1.00705342070812,0.532741243399632,0.65478208289846
"ko:K00128",149.799895733211,-0.144861571227499,0.942388931411966,0.695508476876021,0.785251506150346
"ko:K00130",28.174673160418,0.356056528953268,1.05483866724976,0.284054471504714,0.428530452701077
"ko:K00133",44.1639906957069,-0.0522418024773096,0.947778515148773,0.871756805046335,0.906875039566294
"ko:K00134",5.01557574341072,0.225734277258258,1.0525903871605,NA,NA
"ko:K00135",56.6773243184746,-0.0576409115475104,0.939714710539036,0.864127315547706,0.901205484033662
"ko:K00135,ko:K15786",0,NA,NA,NA,NA
"ko:K00138",251.267232339839,-0.00852198116411695,0.915148979177109,0.96891897394516,0.975608863293457
"ko:K00140",12.2931873859829,0.366534547152117,1.10820949654504,0.10548849837094,0.216672385151578
"ko:K00145",4.92208086669075,0.304903483252904,1.08023885102746,0.165822366221416,0.295508290109448
"ko:K00147",3.57169787788339,0.211594693110173,1.04710147890703,NA,NA
"ko:K00148",38.6884640063096,0.119669930696579,0.957069577324981,0.748126203803477,0.824446383284688
"ko:K00156,ko:K00158",3.71334674439155,-0.247494385339627,1.06493783656985,0.0484259899298134,0.139844030325369
"ko:K00161",45.5933358676234,0.0625807094548242,0.911651736331947,0.88924340607073,0.919725745049514
"ko:K00162",60.9232388742804,0.2729619278265,1.00638463813945,0.435769724691136,0.574244742627627
"ko:K00162,ko:K00627",116.160113954815,0.317905545869037,0.987145725990159,0.438107640501064,0.574917740398584
"ko:K00164",185.368462544076,-0.173864966069735,0.951351023106176,0.637506056980708,0.738831522990887
"ko:K00166",6.66867118299746,-0.349177016715803,1.11166630339809,0.0114053251812433,0.0666190685866298
"ko:K00167",41.2226388801009,-0.422805905761609,1.15699214552194,0.00110547570170292,0.016513520186844
"ko:K00208",38.5114755313282,0.098219011837953,0.979852393962465,NA,NA
"ko:K00210,ko:K00220,ko:K04517",1.13990357804789,0.182083516881992,1.03318591889844,0.522399267193568,NA
"ko:K00215",7.70224545606553,0.287984821539675,1.07622165032478,NA,NA
"ko:K00216",0.143512721310227,0.0952043607888329,1.01058564326104,0.912265533763692,NA
"ko:K00217",0,NA,NA,NA,NA
"ko:K00228",0.227980715609578,0.11669115044628,1.01361015630467,0.956388703152919,NA
"ko:K00239",25.1139588360142,0.0545767399269975,0.968844529250657,0.872757483568481,0.906875039566294
"ko:K00240",2.38113191858893,0.201572116282081,1.04239845679097,NA,NA
"ko:K00241",2.15315120297935,0.199520764206043,1.04131548384757,NA,NA
"ko:K00242",0,NA,NA,NA,NA
"ko:K00248,ko:K00249,ko:K20035",6.71276551517092,0.234956982687144,1.05653666601693,NA,NA
"ko:K00249",41.3159905011068,0.676968771344794,1.38035385531794,0.00938989244532497,0.0599719408004332
"ko:K00252",9.61611294833843,0.400047567696683,1.13264966951309,0.0659748170880546,0.160860470589079
"ko:K00253",103.47891976085,-0.278997153680875,1.04841526049511,NA,NA
"ko:K00254",0,NA,NA,NA,NA
"ko:K00261,ko:K00262",0,NA,NA,NA,NA
"ko:K00265",65.9749276351531,-0.0795209592573831,0.947696652014602,0.814301955082257,0.868919769142653
"ko:K00266",0.0253311906232865,0.0303775009151912,1.01060452114928,0.583461486969676,NA
"ko:K00275",0.793901003611288,0.1680364989307,1.02761894606605,0.618921004244858,NA
"ko:K00278",0,NA,NA,NA,NA
"ko:K00281,ko:K00283",32.6532340080214,0.587495235058078,1.18025540031883,0.140295014591236,0.264564952084765
"ko:K00285",43.707612055321,-0.173396693639039,0.967964641241043,0.614824308484504,0.718439317865547
"ko:K00286",1.36788429365747,0.187713392795371,1.03566102774791,0.479726543435214,NA
"ko:K00287",24.50174827015,-0.266771798693257,1.07334217112359,1.94371046891925e-11,2.7273442255787e-09
"ko:K00290",29.0215809658309,0.265962576124415,1.01307620817014,0.424556808491621,0.564570224058007
"ko:K00297",4.1289840715957,0.218232040142089,1.04958598326897,NA,NA
"ko:K00299",0,NA,NA,NA,NA
"ko:K00302",26.9273278542305,0.244788189254809,1.00882361532676,0.450001454231544,0.585068755501636
"ko:K00303",32.595620689377,-0.0781954192059022,0.973773914414527,0.782520558221789,0.849510531568319
"ko:K00303,ko:K22084",12.8839162360271,-0.268959327610818,1.0740621203894,0.011073264314661,0.065912287587268
