"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ko:K00001,ko:K00344",4.0410750098428,-0.201957674547897,0.800998044921775,0.345652632782909,NA
"ko:K00003,ko:K12524",494.676119106757,0.83150326388217,1.66639246660863,NA,NA
"ko:K00012",7.93195333960606,0.0657371198524566,0.747040228708498,0.75172286934532,NA
"ko:K00012,ko:K00066",0.452411634761718,-0.0597922721916627,0.772864612042852,0.857790518636689,NA
"ko:K00013",11.5714360333745,0.144023253231849,0.737790451372051,0.598041781432296,NA
"ko:K00014",63.2151627245077,-0.311540246850019,0.780692506282972,0.300449049023039,NA
"ko:K00018",9.14481936571908,0.28173918455862,0.821726203270897,0.209189501926429,NA
"ko:K00019",18.6375824329011,0.0614825691978096,0.715901770434595,0.828152003191108,NA
"ko:K00020",113.450981820299,-0.0820834012141909,0.702895229434876,0.77759878986979,0.872427910585618
"ko:K00027,ko:K00029",11.1037151261912,-0.0575670814734933,0.715780308276119,0.840359842624277,NA
"ko:K00031",2073.49183232123,2.81811525368232,1.68281188806293,0.00286250245504146,0.0279310845613137
"ko:K00032,ko:K00090",0.452411634761718,-0.0597922721916627,0.772864612042852,0.857790518636689,NA
"ko:K00033",26.6685961895597,-0.265489064342781,0.770948274660099,0.332393885812952,NA
"ko:K00036",117.742284932668,-0.167432042075959,0.67635984725034,0.625750291096616,0.8302623954275
"ko:K00040,ko:K00045,ko:K00854",0.880875910616601,-0.0735886930588886,0.774349219116227,0.947361782405362,NA
"ko:K00042,ko:K08319",5.74182052187257,-0.285867806666797,0.834600409320632,0.187658182352516,NA
"ko:K00052",80.5378094875442,-0.0724742339188275,0.705556800926505,0.797414389136098,0.884439619757149
"ko:K00053",35.801510873432,-0.084249977395114,0.683089399507482,0.79565632274722,NA
"ko:K00057",57.9396350799084,-0.349386813047533,0.802154716681193,0.248730622244045,NA
"ko:K00058",1609.14810226996,3.10872782580074,1.36909092014543,0.00089496096755368,0.0151672332395939
"ko:K00059",194.986572700326,-0.287116347148188,0.695328716649526,0.433423913545497,0.785076868018284
"ko:K00067",40.948681382954,-0.201788297998163,0.692211348666373,0.555182696942119,NA
"ko:K00074",38.3357509761583,-0.414523915483944,0.854985373420551,0.154918507216158,NA
"ko:K00075",3.44586595030967,-0.147730867872609,0.787226438829247,0.469267297706782,NA
"ko:K00077",25.5917313479175,-0.328073104305466,0.815390668446068,0.201539035531499,NA
"ko:K00088",663.45594649902,0.463615117118212,0.991780494380735,NA,NA
"ko:K00090",1.67559864726562,-0.0871422354917744,0.776674988038006,NA,NA
"ko:K00091",0,NA,NA,NA,NA
"ko:K00097",19.3283185953779,0.454461351658384,0.996143574213518,NA,NA
"ko:K00099",17.0685458375203,-0.242620791739536,0.770092647314376,0.335264762696686,NA
"ko:K00100",13.2651293852389,-0.156368932510946,0.742878851689366,0.516481116372979,NA
"ko:K00104",321.696606046303,0.239434740154855,0.759003532905836,0.417246788317457,0.785076868018284
"ko:K00108",68.8696690524437,-0.40834981383796,0.84445168490462,0.180276530210329,NA
"ko:K00111",41.7303272251529,0.0103964755419224,0.666986455804008,0.981818221592122,NA
"ko:K00114",195.852392908421,0.328929129961927,0.72503190661883,0.380747818823014,0.785076868018284
"ko:K00116",152.042995718455,-0.058629872354907,0.642126627278052,0.864884784748413,0.910264902121245
"ko:K00117,ko:K05358",7.26194346229084,-0.154483024866085,0.7604124858906,0.443785189778618,NA
"ko:K00121",414.415846571453,-0.185887638923004,0.7307262770379,0.525281792370033,0.785076868018284
"ko:K00123",188.415747785416,-0.362733543217144,0.807785018910117,0.241608782515273,0.785076868018284
"ko:K00123,ko:K08348",56.1268130156167,-0.322948114433564,0.791044545228031,0.276111094358258,NA
"ko:K00123,ko:K22015",110.069766408463,-0.144615780809566,0.677936783637936,0.671674020368265,0.856149065014094
"ko:K00124",81.3144985408711,-0.217157111603997,0.736424152786682,0.467624706809551,0.785076868018284
"ko:K00126",6.03901644935692,-0.301522233795927,0.842498631365169,0.168646790958878,NA
"ko:K00127",20.7468918562345,-0.178419241195837,0.721939214397575,0.542664203246879,NA
"ko:K00128",95.1453113242243,-0.453242729611348,0.783995967626796,0.2351757374793,0.785076868018284
"ko:K00128,ko:K00131,ko:K06447",9.39292351319074,0.0100010591951678,0.734261823697905,0.969095833659121,NA
"ko:K00128,ko:K00138",1201.76610078018,0.434773601634126,0.787986501800138,0.251450328607779,0.785076868018284
