"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ko:K00001,ko:K00121",38.1004230616054,-0.188567635553921,0.901201153128117,0.664807980359801,0.868551165018109
"ko:K00003",4.36869402869235,-0.031917289807609,0.975538699852329,0.893498609674984,NA
"ko:K00012",1.04471739587686,-0.136284559151658,1.02089201348177,0.876251480928227,NA
"ko:K00013",0,NA,NA,NA,NA
"ko:K00014",0,NA,NA,NA,NA
"ko:K00015",0.772182423039415,-0.125453197797349,1.01895635292673,0.96554772678657,NA
"ko:K00019",0,NA,NA,NA,NA
"ko:K00020",3.64081791123569,-0.229071899094171,1.04282100537464,0.469397569406606,NA
"ko:K00020,ko:K00042",5.74847418181031,-0.39154704905503,1.10262960749335,0.234490766207624,NA
"ko:K00023",6.72978546766515,-0.169292027873473,0.980284316417043,0.557160271995957,NA
"ko:K00024",28.2437274685335,-0.0486884512593523,0.916044654714811,NA,NA
"ko:K00029",10.5313015604648,0.0239493640037102,0.953739276758757,NA,NA
"ko:K00031",11.6479472341695,0.157795476595474,0.969624475832363,0.660157381846533,NA
"ko:K00036",7.06669357817962,0.264657304869875,1.02602640295111,0.381937786593523,NA
"ko:K00046",0,NA,NA,NA,NA
"ko:K00052",0,NA,NA,NA,NA
"ko:K00053",5.64233672152739,-0.322780451921813,1.04481189193206,0.408423826112514,NA
"ko:K00057",1.91948740179872,-0.157839562123337,1.02619208048565,0.701798255601248,NA
"ko:K00058",20.4741692602298,0.256981658826388,1.01285667743898,0.431384978871573,0.731829029089914
"ko:K00059",11.8068983972235,0.170328836753831,0.960313773029732,0.652490406078163,NA
"ko:K00065",0,NA,NA,NA,NA
"ko:K00067",0,NA,NA,NA,NA
"ko:K00074",2.81544958975811,0.237016726447808,1.05979029455482,0.0766000547730367,NA
"ko:K00075",0,NA,NA,NA,NA
"ko:K00088",563.033316814795,5.30813705032895,2.83957228612761,NA,NA
"ko:K00097",0,NA,NA,NA,NA
"ko:K00099",9.79057179687244,-0.255960009844789,0.999972371180768,0.363076245519038,NA
"ko:K00101",0,NA,NA,NA,NA
"ko:K00104",0,NA,NA,NA,NA
"ko:K00108",6.14107838241283,-0.351706861491053,1.08689716692746,0.251682949611198,NA
"ko:K00117",0.726759927566509,-0.123300239643684,1.01862326946739,0.983517726592052,NA
"ko:K00121",0,NA,NA,NA,NA
"ko:K00128",925.063165891759,0.811230288898544,1.4464958530098,NA,NA
"ko:K00133",543.271325211688,1.25004297271282,2.77491532037237,NA,NA
"ko:K00134",18.1361328008857,-0.017831521735435,0.905410748024627,0.959894951760807,NA
"ko:K00135",3.22128342868357,-0.211087985808118,1.03803655215392,0.517242181130484,NA
"ko:K00140",18.3524665724272,-0.21100946023522,0.929845247407136,0.620547998208264,NA
"ko:K00145",17.6097962398294,0.175089368759388,0.923348552002991,0.68648098015094,NA
"ko:K00147",5.59419368870414,0.0496841274631157,0.960744496974525,0.888461015183781,NA
"ko:K00154",53.5338369509015,-0.647144257891721,1.15449105560731,0.162772437175486,0.529905615108814
"ko:K00161",191.641520299369,0.550166282366716,1.1854845717439,NA,NA
"ko:K00162",14.0795205016732,-0.258000624921669,1.02083027634966,0.310378078046745,NA
"ko:K00164",65.4370289378148,-0.175056390950536,0.889384439739397,0.69440337743667,0.877141108341057
"ko:K00174",23.3140030543854,-0.352655291827974,0.979924514081644,0.404351387306302,0.731829029089914
"ko:K00175",0,NA,NA,NA,NA
"ko:K00179,ko:K04090",34.1546572781708,0.0487806848723324,0.919983901134426,0.911400282421878,0.945155848437503
"ko:K00208",22.3368620735371,0.0534966281078104,0.936619147492111,0.896933945036643,0.945155848437503
"ko:K00210,ko:K00220",0,NA,NA,NA,NA
"ko:K00215",0,NA,NA,NA,NA
"ko:K00228",0,NA,NA,NA,NA
"ko:K00239",24.5254599622703,-0.215561378684057,0.934889780614395,0.608391142607339,0.849007867138612
"ko:K00240",0.999294900403949,-0.134677336091323,1.02057629920363,0.889324209139807,NA
"ko:K00241",0.499647450201975,-0.110250769000327,1.01692976646848,0.905870713380209,NA
"ko:K00242",1.23167108282084,-0.142022575873965,1.02211185592059,0.829056180132627,NA
"ko:K00249",34.993049860055,-0.0761308864006303,0.874505361888949,0.860079300992923,0.938268328355916
"ko:K00249,ko:K06446",8.00299038390471,0.00574568961873544,0.951682997550904,0.993707285557955,NA
"ko:K00252",13.8201770499285,-0.567119588035972,1.2304767500879,0.0682275590374586,NA
"ko:K00253",0,NA,NA,NA,NA
"ko:K00254",1.20744189923746,-0.141511030611591,1.02199156103312,0.834000084963612,NA
"ko:K00259",0,NA,NA,NA,NA
"ko:K00263",1.13556238682267,-0.139281675571283,1.02150884696609,0.851814253148146,NA
"ko:K00265",95.1954363907247,0.32919947730767,0.935942324165154,0.481848425091741,0.74266546252672
"ko:K00266",15.3132017803167,0.0656874806970408,0.939929413010234,0.869386360343443,NA
"ko:K00274",1238.71922508431,12.8824594445809,2.17802460847364,1.14387173504906e-10,6.40568171627475e-09
"ko:K00275",5.07999761442941,-0.068632873836359,0.976599549874085,0.788711880123488,NA
"ko:K00278",2.85790346490032,-0.170635114675778,1.03040102593719,0.595016604108245,NA
"ko:K00281,ko:K00283",651.051713900903,5.58290898005349,2.54407156439812,NA,NA
"ko:K00282",1.94051480164717,-0.0645116805753548,0.9877987853066,0.977097233152018,NA
"ko:K00285",3.45532449652131,0.266311152595125,1.07091042318749,0.0538705578802735,NA
"ko:K00286",2.08943479175371,-0.160635728204161,1.0270410042644,0.678561210208399,NA
"ko:K00287",0.0454224954729068,-0.0429484019129747,1.01369319121896,0.356007059210613,NA
"ko:K00290",2.45011365717075,-0.171877550933249,1.02949256404703,0.62810338073066,NA
"ko:K00297",2.00479795298977,-0.159265318124637,1.0266215891646,0.689795816571324,NA
"ko:K00299",723.662681331692,11.137624871373,2.75155523091527,NA,NA
