"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"OG0000000",31946.2642008696,0.765808774444844,0.817315477151973,0.183255328309209,0.327791973996244
"OG0000001",25016.466886382,0.10834127100974,0.706542013218186,0.843300449187457,0.909268482774011
"OG0000002",18401.7510632404,0.311902296948324,0.743390947424574,0.56218968492743,0.713778895038039
"OG0000003",21953.4575556221,-0.379477792721201,0.743092965795992,0.468648990234732,0.633808616537047
"OG0000004",10315.1750883393,0.520656207220752,0.786279670047394,0.352560932478156,0.521925371193918
"OG0000005",9725.93606632815,-0.265055037920053,0.710914816547628,0.599589707140589,0.742718147332942
"OG0000006",22972.0638734051,0.439486032746442,0.739393423545565,0.418367088235082,0.585394916584727
"OG0000007",19199.790629853,0.37953104887492,0.732038647910551,0.485294182062729,0.649160761023596
"OG0000008",7532.68932259934,-0.184689193880905,0.704895742349532,0.707722492769075,0.822765630447695
"OG0000009",8902.52118205073,1.20601975578645,0.928653739929853,0.0580331458984605,0.151514841467521
"OG0000010",8608.54306829997,-0.0530616399129431,0.696648901536685,0.90608467294674,0.947900506909647
"OG0000011",18087.9491925058,1.62711126303589,1.09974879785143,0.0239951909661298,0.0886556922758335
"OG0000012",28502.2935489373,-0.0552722087795193,0.719204113445632,0.901360423506003,0.945940670981193
"OG0000013",3678.22975114938,0.957669503558786,0.900186773611766,0.112726000899493,0.233952743031577
"OG0000014",24520.3266977902,-0.15406903458426,0.704042716447567,0.753365825496153,0.853691754153067
"OG0000015",4910.54899538614,1.27648518518271,1.03671943925401,0.0543895494371553,0.144998226584539
"OG0000016",7263.58144554107,0.339327372345452,0.734624622941708,0.526828576228802,0.685390347061015
"OG0000017",6039.34209026981,-0.147102288005011,0.713431379062432,0.764642305735228,0.85969424127357
"OG0000018",39127.6428171776,0.797377151691203,0.826420799174732,0.194116414812295,0.340535025823457
"OG0000019",7623.50484774546,0.754048435968002,0.827481867491651,0.189762381763607,0.335686996505456
"OG0000020",38749.2277130653,1.0943093726055,0.895981259058577,0.0856290759552181,0.195418955771911
"OG0000021",7202.18979337513,0.733931688278606,0.837674649830848,0.1994195812212,0.347318272306514
"OG0000022",7239.65205569359,0.981550201437569,0.921654722179339,0.106388819344647,0.225974621628888
"OG0000023",12848.4704248055,1.20464880595447,1.01442029593884,0.0628223036031023,0.158509890997359
"OG0000024",2885.78702954928,1.50750593150531,0.972700394511927,0.0249463340937408,0.0908020427794433
"OG0000025",8028.70665973516,-0.0581934520695587,0.700363036273087,0.90376104035003,0.946896164602267
"OG0000026",8762.27998583662,1.77334996954871,1.05307574894614,0.0138971649334357,0.0654737052993899
"OG0000027",10490.3181499004,0.282209569037843,0.730894336723959,0.601055647771008,0.743539986168586
"OG0000028",2715.50547916615,1.6161786120309,0.982417986262638,0.0183649726688766,0.0767262059547908
"OG0000029",12292.0420957859,0.416686511114496,0.752873476491778,0.44205201413666,0.61010786922966
"OG0000030",2325.68321704057,0.489860128430033,0.794749714394006,0.368464682266556,0.538019083421609
"OG0000031",9668.81977802038,1.15389707531597,0.932197703887165,0.0674936830296579,0.165925552751546
"OG0000032",4337.2590183736,1.9034877371657,1.03339065314445,0.00935237351641401,0.0532714772905577
"OG0000033",4069.30992571388,0.391831642602563,0.742574848315379,0.466226284656543,0.632141700350092
"OG0000034",26640.0655169889,2.12481780289667,1.02801210683952,0.00486593328726898,0.0379320965218949
"OG0000035",10595.4641795457,0.647647932045718,0.834238330786143,0.257970977590507,0.416580166949504
"OG0000036",5570.63474154968,1.56636589079929,0.963630899224096,0.0207051184019548,0.0818681756064016
"OG0000037",4872.01339965214,0.83719601911472,0.871891715182863,0.152433308313181,0.288306046274352
