	Root241	Root381	Root105	Root236	Root179	Root495	Root68	Root1257	Root480	Root107	Root630	Root916	Root181	Root670	Root11	Root1472	Root1238	Root1471	Root491	Root569	Root685	Root1304	Root935	Root482	Root552	Root149	Root154	Root431	Root74	Root133	Root444D2	Root100	Root240	Root22	Root53	Root558	Root1298	Root920	Root1252	Root710	Root559	Root1280	Root101	Root102	Root1464	Root278	Root157	Root667	Root172	Root1203	Root190	Root170	Root265	Root1277	Root180	Root1455	Root186	Root70	Root635	Root954	Root61	Root1212	Root1295	Root423	Root456	Root322	Root1220	Root1293	Root136	Root332	Root564	Root318D1	Root122	Root217	Root123D2	Root1310	Root189	Root1240	Root614	Root1294	Root1433D1	Root151	Root1312	Root198D2
ko:K00003	1.0	2.0	1.0											1.0	3.0	1.0	1.0	1.0	2.0		1.0			1.0	1.0	2.0	1.0		1.0	1.0	2.0	1.0				1.0	1.0	1.0	1.0	1.0				1.0		2.0	2.0		2.0	1.0		1.0		1.0		1.0		2.0	1.0	1.0		3.0		1.0			1.0				1.0	2.0		2.0	2.0		1.0	2.0		1.0			1.0	1.0
ko:K00012	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	5.0	1.0		1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0		1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0		1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0		1.0		1.0		1.0	2.0	1.0	1.0	1.0	2.0	1.0	3.0	1.0	
ko:K00013	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00014	1.0	4.0	2.0	1.0	1.0	1.0	3.0	2.0	1.0	2.0	1.0	1.0	1.0	7.0	1.0	1.0	2.0	2.0	2.0	3.0	2.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	4.0	1.0	2.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0
ko:K00015	1.0	1.0	1.0							1.0				2.0		1.0		1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0	2.0	2.0			1.0	1.0		1.0	1.0				1.0		1.0	1.0		1.0	1.0	1.0	1.0		1.0		1.0			1.0	1.0		1.0		1.0			1.0				1.0				2.0			1.0		1.0			1.0	
ko:K00019	1.0	1.0	2.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0			1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	2.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0		1.0	2.0	1.0	1.0		1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0
ko:K00020	1.0	3.0					3.0	2.0		1.0		1.0	1.0	2.0	1.0	2.0		2.0	2.0	1.0		1.0		3.0	2.0	2.0	2.0	1.0	3.0		2.0	4.0		1.0	1.0	2.0	3.0	1.0	2.0	2.0	1.0	3.0		2.0	1.0	2.0	2.0	1.0	3.0	2.0		2.0	4.0	1.0	2.0	2.0		2.0		3.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0		1.0	2.0	1.0	2.0		2.0	2.0	2.0	2.0	1.0		3.0	1.0		3.0	
ko:K00023	1.0	1.0			2.0				2.0		2.0	2.0		1.0	1.0	1.0	1.0	1.0	1.0					1.0	1.0	1.0	1.0		1.0	2.0		1.0				1.0	1.0		1.0	1.0	2.0			1.0		1.0	1.0	2.0	1.0	1.0		3.0		1.0		1.0		1.0		1.0		1.0		1.0			1.0				1.0	2.0		1.0	1.0		2.0	1.0		1.0			1.0	1.0
ko:K00024	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	2.0		1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00029	1.0	2.0	1.0		1.0				1.0		1.0	1.0		2.0		2.0	1.0	2.0	2.0		2.0			2.0	2.0	2.0	1.0		2.0	3.0		2.0				2.0	2.0		2.0	2.0	1.0			2.0		3.0	2.0	1.0	2.0	2.0		6.0		2.0		2.0		2.0	1.0	2.0		2.0		2.0			2.0				2.0	3.0		2.0	1.0		2.0	2.0		2.0			2.0	1.0
ko:K00031	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0
ko:K00035	1.0		1.0													2.0		1.0	1.0		1.0			1.0		1.0	1.0		1.0							1.0	1.0		1.0					1.0		1.0			1.0	1.0						2.0			1.0	1.0		1.0		1.0			1.0				1.0						1.0	1.0					1.0	1.0
ko:K00036	1.0	1.0	1.0	2.0	2.0	3.0	2.0	3.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0		3.0	2.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0		3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	3.0	1.0	1.0	3.0	2.0	1.0	3.0	3.0	1.0	1.0	1.0	2.0
ko:K00040,ko:K00045	1.0		1.0						1.0					1.0				1.0	2.0		1.0			1.0		1.0	3.0		2.0			1.0				1.0	2.0		1.0	1.0				2.0		1.0			2.0	1.0									1.0	2.0	1.0	1.0		1.0			2.0				1.0							1.0		1.0			2.0	
ko:K00046	1.0	3.0	3.0					1.0						1.0			1.0	1.0	2.0		2.0		2.0	2.0		1.0	2.0		1.0				1.0			1.0	1.0		2.0	3.0				2.0		1.0			2.0	1.0	1.0	1.0	3.0	1.0		1.0	2.0	2.0	1.0	1.0		1.0		1.0		1.0	1.0		1.0		2.0	2.0		1.0	1.0	1.0	4.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0
ko:K00052	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	6.0	2.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	3.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	5.0	1.0
ko:K00053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00057	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0
ko:K00058	1.0	6.0	2.0	2.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	2.0	4.0	1.0	1.0	4.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	4.0	1.0	1.0	2.0	2.0	1.0	1.0	4.0	4.0	1.0	4.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	5.0	3.0	2.0	4.0	2.0	1.0	1.0	2.0	2.0	4.0	1.0	4.0	3.0	2.0	3.0	3.0	1.0	3.0	3.0	2.0	1.0	2.0	2.0	5.0	2.0	4.0	1.0	2.0	1.0	1.0	2.0	1.0	3.0	4.0	4.0	1.0
ko:K00059	3.0	15.0	8.0	8.0	6.0	7.0	9.0	12.0	3.0	11.0	3.0	3.0	8.0	11.0	7.0	7.0	6.0	6.0	8.0	9.0	3.0	12.0	5.0	7.0	7.0	5.0	7.0	10.0	15.0	8.0	9.0	5.0	14.0	4.0	2.0	12.0	15.0	6.0	12.0	8.0	3.0	8.0	5.0	9.0	1.0	11.0	6.0	3.0	13.0	14.0	13.0	12.0	14.0	5.0	4.0	2.0	5.0	4.0	3.0	15.0	6.0	4.0	16.0	14.0	9.0	4.0	10.0	4.0	13.0	3.0	4.0	9.0	6.0	7.0	8.0	19.0	11.0	4.0	13.0	13.0	4.0	12.0	15.0	3.0
ko:K00059,ko:K21883	1.0																																																																																1.0	1.0		
ko:K00064	1.0	1.0	5.0	3.0						1.0				1.0		1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0		1.0			5.0	1.0	1.0					3.0	5.0		2.0					2.0	1.0	3.0			2.0	4.0			1.0		1.0	1.0			1.0	5.0		1.0	1.0	3.0		1.0	1.0	2.0			1.0			1.0		1.0		1.0			1.0		5.0	1.0
ko:K00065	1.0			1.0				1.0	1.0		1.0	1.0		1.0		2.0		1.0	1.0	1.0	1.0			1.0		2.0	1.0		1.0	1.0	1.0					2.0	1.0	1.0	2.0	2.0	1.0			1.0	1.0	2.0		1.0		1.0	2.0		2.0	1.0		1.0			1.0	1.0	2.0			2.0		1.0	1.0	1.0							2.0								1.0	
ko:K00074	1.0	2.0		2.0		3.0	3.0	3.0		3.0	1.0		2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		4.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	2.0	1.0	3.0		1.0	1.0	1.0	2.0	1.0	3.0		2.0	2.0	2.0	2.0	1.0	1.0		2.0	1.0	3.0	3.0	1.0	1.0	1.0	2.0	1.0	3.0		1.0	3.0	1.0	4.0	1.0	4.0	1.0	1.0	2.0	4.0		1.0	3.0	1.0	2.0	1.0	4.0	11.0	1.0	3.0	3.0	1.0	4.0	1.0	1.0
ko:K00075	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00077	1.0	4.0	1.0		1.0		2.0		1.0	1.0	1.0		1.0	1.0	2.0	1.0	3.0	2.0	1.0	2.0	1.0	1.0			1.0	1.0					2.0			1.0		1.0		1.0				1.0		2.0	1.0	1.0	1.0		2.0	1.0	1.0	3.0			1.0	1.0	1.0	4.0	1.0								2.0	1.0	1.0	2.0	1.0	5.0	1.0	4.0	5.0	4.0	4.0							
ko:K00088	1.0			3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	1.0	3.0		1.0	1.0	1.0			1.0		3.0	1.0				1.0	3.0		1.0	2.0		2.0	3.0	2.0			1.0		1.0	1.0	1.0	3.0		3.0			1.0			2.0	1.0	3.0	1.0	3.0	1.0	1.0	1.0			3.0		3.0		3.0	3.0		3.0	3.0	3.0		1.0	3.0	1.0		3.0	1.0		2.0	1.0	3.0	3.0		1.0
ko:K00097	1.0	2.0	1.0		1.0		1.0		1.0		1.0	1.0		2.0		1.0		1.0		1.0	1.0		1.0	2.0	1.0	1.0	1.0		2.0	1.0		1.0				2.0	2.0		2.0	1.0	1.0	1.0		1.0		2.0	1.0	1.0	1.0	2.0		1.0		1.0		1.0	2.0		1.0	2.0		1.0		2.0							1.0	1.0			1.0		1.0	1.0		1.0			2.0	1.0
ko:K00099	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0		1.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00101	1.0	1.0	2.0											2.0		2.0		1.0	2.0	2.0	1.0			1.0	1.0	1.0	1.0		2.0	2.0		2.0				2.0	2.0		1.0	3.0		1.0		2.0		3.0	1.0		1.0	1.0		3.0		1.0		1.0		2.0	1.0	2.0		1.0		2.0			1.0				2.0			1.0	1.0			1.0		3.0		1.0	2.0	
ko:K00111	1.0	2.0	2.0	2.0		1.0	2.0	2.0		1.0			1.0	1.0		2.0	1.0		4.0	1.0	2.0	3.0	1.0	3.0	1.0	1.0	1.0	3.0	3.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	3.0		3.0			1.0	1.0	3.0	4.0	2.0	1.0		1.0	3.0	2.0	1.0	2.0		2.0		1.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	3.0	2.0	3.0	2.0	3.0	1.0	1.0	3.0	2.0	3.0	1.0	3.0	1.0	1.0	2.0	1.0	2.0	2.0	3.0	2.0
ko:K00117	1.0															1.0	1.0	1.0	1.0	1.0	2.0			1.0		1.0			1.0	1.0						1.0	1.0		1.0	2.0		1.0		2.0		1.0			1.0	1.0				1.0		1.0				1.0		1.0		1.0							1.0							1.0		2.0			1.0	
ko:K00121	2.0	2.0	1.0		1.0		1.0	2.0	1.0	1.0	1.0	1.0		1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0		3.0	4.0	1.0	4.0	3.0	3.0	1.0	2.0	8.0				5.0	3.0		6.0	3.0	1.0	1.0		2.0	1.0	7.0	1.0	1.0	1.0	1.0		1.0	4.0	1.0		1.0		1.0	1.0	3.0	2.0	1.0	3.0	4.0		1.0	1.0			1.0	1.0	1.0		1.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0
ko:K00128	1.0	7.0	1.0	2.0	1.0	1.0	3.0	3.0	1.0	2.0	1.0	1.0	2.0	5.0	2.0	4.0	1.0	6.0	6.0	2.0	1.0	4.0	2.0	5.0	7.0	2.0	4.0	4.0	8.0	2.0		6.0	3.0			7.0	8.0	2.0	8.0	6.0	1.0	1.0	4.0	8.0	2.0	8.0	6.0	1.0	5.0	5.0	3.0	2.0	9.0	3.0	2.0	2.0	2.0	2.0	1.0	8.0	2.0	5.0	5.0	8.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	4.0	3.0	4.0	3.0	4.0	1.0	2.0	4.0	9.0	2.0	5.0	8.0	1.0
ko:K00133	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00134	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0
ko:K00135	1.0	1.0	1.0	5.0		4.0	4.0	6.0		2.0	1.0		2.0	3.0	1.0	2.0	2.0	1.0	3.0	2.0	2.0	2.0		4.0	1.0	4.0	1.0	2.0	9.0	3.0		3.0	9.0	2.0	1.0	11.0	9.0	1.0	5.0			4.0	4.0	9.0	4.0	5.0	1.0		7.0	6.0	5.0	4.0	8.0	1.0	2.0	1.0		2.0	2.0	9.0	4.0	3.0	3.0	11.0	3.0	3.0	2.0	3.0	4.0	3.0	2.0	4.0	2.0	3.0	6.0	3.0	5.0	1.0	4.0		2.0	2.0	9.0	1.0
ko:K00140	1.0	1.0	2.0	2.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0		2.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	2.0	1.0		1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0		2.0	1.0	1.0	1.0	1.0	3.0		4.0	1.0	1.0	2.0	1.0	1.0		1.0	1.0	1.0	3.0	4.0	1.0	1.0	2.0		2.0	3.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0		1.0	1.0
ko:K00145	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00147	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00154	1.0				1.0		1.0		1.0		1.0	1.0								1.0						1.0	2.0													1.0	1.0	1.0						1.0						1.0		1.0																1.0												
ko:K00161	1.0	1.0	1.0		1.0				1.0		1.0	1.0		1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0			1.0		1.0	1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0		1.0	1.0		1.0		1.0	1.0		1.0				1.0				1.0			1.0		1.0			1.0	
ko:K00162	1.0	1.0	1.0	2.0	1.0	2.0		1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	3.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0		1.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0		2.0	1.0	2.0	1.0	1.0		1.0	1.0	2.0	1.0	2.0	1.0	2.0	3.0	1.0	3.0	2.0	2.0	1.0		1.0		1.0	2.0		1.0	1.0	1.0	3.0	1.0	1.0	
ko:K00164	1.0	1.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0			1.0				1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0			1.0	1.0
ko:K00166	1.0	1.0					1.0							1.0	1.0			1.0	1.0	1.0				1.0	1.0	1.0	1.0		1.0	1.0	2.0	2.0				1.0	1.0	1.0	1.0	1.0				1.0		1.0	1.0		1.0	1.0		1.0								1.0		1.0		1.0			1.0				1.0	1.0								2.0			1.0	1.0
ko:K00167	1.0	1.0					1.0							1.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0		1.0	1.0	2.0	2.0				1.0	1.0		1.0	1.0				1.0		1.0	1.0		1.0	1.0		1.0								1.0		1.0		1.0			1.0				1.0	1.0								3.0			1.0	1.0
ko:K00174	1.0			1.0				1.0		1.0			1.0		1.0							1.0					1.0	1.0			1.0		1.0							1.0			1.0								1.0		1.0	1.0									1.0		1.0							1.0	1.0			2.0			2.0	1.0		1.0		
ko:K00175	1.0			1.0				1.0		1.0			1.0		1.0							1.0					1.0	1.0			1.0		1.0							1.0			1.0								1.0		1.0	1.0									1.0		1.0							1.0	1.0			2.0			2.0	1.0		1.0		
ko:K00208	1.0	2.0	1.0				1.0	1.0		1.0		1.0		2.0	1.0	1.0	1.0	2.0	2.0			1.0		2.0	2.0	2.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0			3.0	3.0	1.0	3.0	1.0	1.0	1.0		2.0		3.0	2.0	1.0	2.0	3.0	1.0	2.0		1.0		1.0		1.0		3.0		2.0	1.0	3.0			2.0				2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0		1.0	3.0	1.0
ko:K00215	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00220	1.0																										1.0													1.0																																								1.0				
ko:K00228	1.0	1.0	1.0		1.0		1.0		1.0		1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0				1.0	1.0		1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0			1.0				1.0	1.0		1.0	1.0		1.0	1.0		1.0			1.0	1.0
ko:K00239	1.0	1.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0			1.0		2.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0			1.0	1.0
ko:K00240	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
