	Root241	Root381	Root105	Root236	Root179	Root495	Root68	Root1257	Root480	Root107	Root630	Root916	Root181	Root670	Root11	Root1472	Root1238	Root1471	Root491	Root569	Root685	Root1304	Root935	Root482	Root552	Root149	Root154	Root431	Root74	Root133	Root444D2	Root100	Root240	Root22	Root53	Root558	Root1298	Root920	Root1252	Root710	Root559	Root1280	Root101	Root102	Root1464	Root278	Root157	Root667	Root172	Root1203	Root190	Root170	Root265	Root1277	Root180	Root1455	Root186	Root70	Root635	Root954	Root61	Root1212	Root1295	Root423	Root456	Root322	Root1220	Root1293	Root136	Root332	Root564	Root318D1	Root122	Root217	Root123D2	Root1310	Root189	Root1240	Root614	Root1294	Root1433D1	Root151	Root1312	Root198D2
ko:K02613				2.0		1.0	1.0	1.0		1.0			1.0									1.0	1.0		1.0			1.0		1.0		1.0	3.0		1.0				1.0				1.0		1.0	1.0					2.0	1.0	1.0		1.0		1.0				1.0		1.0		1.0	1.0		1.0				1.0	1.0	1.0	1.0	2.0	1.0		3.0		1.0	1.0		1.0
ko:K02617				1.0		1.0																																																1.0																												3.0		
ko:K02618				1.0		1.0	1.0																							1.0			1.0		1.0					1.0					1.0						1.0				1.0						1.0					1.0		1.0				1.0	1.0		1.0		1.0		1.0	1.0	1.0			1.0
ko:K02777,ko:K02802				1.0						1.0												1.0						1.0						2.0																			1.0										1.0						1.0				1.0			1.0								
ko:K02803				1.0						1.0												1.0						1.0						3.0																													1.0						1.0				1.0			1.0								
ko:K02804				1.0						3.0												2.0						2.0						1.0																													2.0						1.0				1.0			2.0								
ko:K02825				1.0		1.0	1.0	1.0		1.0			1.0		1.0		1.0			1.0		1.0	2.0					1.0		1.0	1.0		1.0	1.0	1.0			1.0					1.0		1.0						1.0		1.0		1.0		2.0	1.0			1.0		1.0		1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0		1.0		1.0	1.0		1.0
ko:K02851				1.0		1.0		2.0		1.0			1.0		1.0		1.0		1.0			1.0	1.0	1.0				1.0		2.0	2.0		1.0	1.0	1.0			1.0					2.0		1.0						1.0	1.0	1.0		1.0		1.0	1.0			1.0		2.0		1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0		2.0	2.0		1.0		1.0	1.0		1.0
ko:K03077				1.0				1.0		1.0												1.0	1.0						1.0		1.0			1.0	1.0		1.0	1.0					1.0		1.0										1.0		1.0			1.0	1.0		1.0					1.0		1.0			1.0						1.0		1.0		1.0	
ko:K03298				1.0		1.0		1.0		1.0												1.0						1.0	1.0						1.0	1.0	1.0					1.0			1.0	1.0						1.0			1.0					1.0	1.0		1.0	1.0	1.0			1.0		1.0			1.0			1.0							1.0	
ko:K03299				1.0			3.0	1.0		1.0			1.0		1.0		1.0			3.0		1.0						1.0		1.0	1.0		1.0	1.0	1.0			2.0					1.0								1.0	1.0	1.0					2.0					2.0						1.0			1.0	1.0	1.0		2.0	1.0		1.0			1.0		1.0
ko:K03322				1.0		1.0		1.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0					1.0	1.0	1.0						1.0						1.0	1.0		1.0		1.0	1.0		1.0	1.0		1.0		1.0				1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0				1.0		1.0				1.0			
ko:K03333				2.0		2.0		1.0		1.0			1.0									2.0						1.0		1.0			4.0	1.0									1.0		1.0		1.0		1.0		5.0		2.0										2.0		1.0	1.0			7.0	2.0			1.0	1.0		3.0	2.0		5.0		1.0	1.0		
ko:K03402				1.0		1.0		1.0		1.0			1.0		3.0							1.0						1.0			1.0		1.0	1.0				1.0					1.0								1.0		1.0										1.0		1.0				1.0				1.0			1.0			1.0			1.0		
ko:K03404,ko:K03405				1.0		1.0		1.0		1.0			1.0							1.0		1.0						1.0					1.0																		1.0		1.0										1.0						1.0				1.0			1.0			1.0			1.0		
ko:K03405				1.0				1.0					1.0										1.0										1.0										1.0								1.0		1.0				1.0								1.0								1.0	1.0				1.0	1.0			1.0		
ko:K03432				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0									1.0								1.0		1.0										1.0		1.0				1.0				1.0			1.0			1.0			1.0		
ko:K03433				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0									1.0								1.0		1.0										1.0		1.0				1.0				1.0			2.0			1.0			1.0		
ko:K03436				1.0		1.0		1.0					1.0		1.0																1.0		1.0		1.0			1.0													1.0		2.0		1.0						1.0		2.0						1.0				1.0			2.0			1.0					
ko:K03449				1.0			2.0	1.0		2.0	1.0	2.0	1.0							3.0		2.0		1.0	1.0			2.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0		1.0		1.0		1.0	2.0		1.0	1.0	1.0	1.0	2.0	1.0		1.0					1.0	3.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0		2.0	1.0	1.0	
ko:K03489,ko:K03710				1.0																													1.0																				2.0																															
ko:K03499				3.0		3.0	1.0	2.0		2.0			3.0		1.0				1.0	1.0		2.0				1.0		2.0	1.0		2.0	1.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0			1.0	3.0		2.0	1.0					2.0	1.0	3.0		2.0			1.0		1.0	1.0		2.0	1.0	3.0	2.0		1.0	2.0	2.0	1.0		2.0	1.0		4.0	1.0	1.0	2.0		2.0	3.0	1.0	
ko:K03561,ko:K03687,ko:K03797				1.0																														1.0																																																		
ko:K03578				1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0				1.0			1.0		1.0						1.0		1.0			1.0	1.0	1.0						1.0	1.0	1.0		1.0			1.0			1.0	1.0	1.0		1.0			1.0			1.0		1.0		1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0		1.0		1.0	1.0		1.0
ko:K03598				1.0		1.0	1.0										1.0			1.0																																1.0						1.0														1.0		1.0			1.0							
ko:K03635,ko:K21142				1.0				1.0		1.0			1.0									1.0						1.0			1.0		1.0										1.0								1.0												2.0		1.0								1.0			1.0			1.0			1.0		
ko:K03686,ko:K05516				1.0		1.0		1.0		1.0			1.0									1.0	1.0					1.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0		1.0				1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K03695,ko:K03696				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0	1.0								2.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			2.0			1.0		1.0	1.0		
ko:K03696				1.0		1.0		1.0		1.0		1.0	1.0		1.0							2.0	1.0					1.0			1.0		1.0	1.0	2.0			1.0					1.0		2.0						1.0		1.0		2.0		1.0				2.0		2.0		1.0	1.0		2.0	2.0	1.0			1.0			2.0			1.0		1.0	1.0		
ko:K03709				1.0		1.0		1.0		1.0			1.0		1.0							1.0	1.0					1.0			1.0		1.0	2.0	2.0			1.0					1.0		2.0						1.0		2.0		2.0		1.0				2.0		1.0		1.0	2.0		2.0	2.0	2.0			1.0			1.0			2.0		2.0	1.0		
ko:K03718				1.0		1.0		2.0		2.0			2.0									2.0	3.0		1.0		2.0	2.0	1.0				1.0		1.0		1.0						2.0		1.0	1.0			1.0		1.0		1.0				3.0			1.0		1.0	2.0		2.0	4.0		1.0		1.0			2.0			2.0			1.0		5.0	1.0	1.0	
ko:K03727				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K03733,ko:K04763				1.0		1.0		2.0					1.0		1.0																		1.0	1.0	1.0			1.0					1.0		1.0						1.0		2.0		1.0						1.0				1.0	1.0		1.0	1.0	2.0			1.0						2.0		1.0	1.0		
ko:K03767,ko:K03768				1.0		1.0		1.0		2.0			1.0				2.0					1.0						1.0		1.0			1.0	1.0	1.0							1.0	1.0		1.0						1.0		1.0		1.0			1.0			1.0		1.0		1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0		1.0			1.0		1.0	1.0		1.0
ko:K03778,ko:K18347				1.0																																																																																
ko:K03783				1.0		1.0		1.0		1.0			1.0					1.0	1.0			1.0		1.0	1.0	1.0		1.0	1.0			1.0	1.0	1.0	1.0	1.0	1.0		1.0				1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0		1.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0			1.0		1.0	1.0		1.0	1.0	1.0	
ko:K03818				1.0															1.0	1.0	1.0		1.0	1.0																								1.0				1.0	1.0				1.0										1.0													1.0				
ko:K03889				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K03890				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K03891				1.0		1.0		1.0		2.0			1.0									1.0						1.0					1.0	1.0	1.0								2.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			3.0			1.0		1.0	1.0		
ko:K03893				1.0		1.0	1.0	2.0		1.0			1.0		3.0					1.0						1.0				1.0	4.0			1.0				1.0	1.0				1.0								1.0	1.0	1.0										1.0		2.0	1.0		1.0	1.0		1.0		2.0	2.0		1.0					1.0	1.0		
ko:K03932				1.0		2.0					1.0	1.0		1.0			2.0		1.0					1.0		1.0				2.0						1.0						1.0								1.0			1.0											1.0					3.0		1.0							2.0						4.0
ko:K03975				2.0		1.0	1.0	1.0		2.0			1.0		1.0		1.0			1.0		1.0	1.0					1.0		1.0			1.0	1.0	1.0							1.0	1.0		1.0						1.0	1.0	1.0		1.0		1.0	1.0			1.0		1.0		1.0	1.0		3.0	3.0	1.0		1.0	1.0	1.0		1.0	1.0		1.0		1.0	1.0		1.0
ko:K03975,ko:K19302				1.0				1.0																																																									1.0								1.0											
ko:K04073				1.0				2.0					1.0													1.0	1.0						1.0							2.0					1.0						2.0		2.0										2.0			1.0			2.0			1.0					2.0		2.0	2.0	1.0	1.0		
ko:K04095				2.0											1.0					1.0													1.0	1.0						2.0																1.0																		1.0										1.0
ko:K04477				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0		1.0								1.0	1.0	1.0						1.0		1.0		1.0						1.0		1.0		1.0	2.0		2.0	1.0				1.0			1.0			1.0		2.0	1.0		
ko:K04488				1.0		1.0	1.0	1.0		1.0			1.0		1.0		1.0			1.0		1.0						1.0		1.0	1.0		1.0	1.0	1.0			1.0				1.0	1.0		1.0						1.0	1.0	1.0		1.0			1.0			1.0		1.0		1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0		1.0		1.0	1.0		1.0
ko:K04517				1.0		1.0		1.0	1.0	1.0	1.0		1.0		1.0		1.0					1.0	1.0					2.0		1.0	1.0		1.0		1.0			1.0					1.0		1.0						1.0	1.0			1.0		1.0	1.0			1.0		1.0		1.0	1.0		1.0		1.0		1.0	1.0	1.0		1.0	1.0		1.0		1.0	1.0		1.0
ko:K04518,ko:K14170,ko:K14187				1.0		1.0		1.0																									1.0																		1.0																						1.0						1.0					
ko:K04567				2.0	1.0	1.0	1.0		1.0	2.0	1.0	1.0	1.0		1.0		1.0		1.0	1.0			1.0	1.0		1.0			1.0	1.0	1.0			2.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0		1.0		1.0		1.0	2.0		1.0		1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0			1.0		1.0	1.0
ko:K05337				1.0				4.0		3.0					1.0	1.0						3.0						3.0			1.0		5.0					1.0													4.0		6.0				1.0				1.0		3.0						3.0							6.0			4.0			3.0		
ko:K05342				1.0		1.0		1.0		1.0																							1.0	1.0	1.0								1.0		1.0						1.0				1.0						1.0					1.0		1.0								1.0			1.0		1.0			
ko:K05363				1.0		1.0				1.0			2.0									2.0						2.0																																			2.0													1.0								
ko:K05363,ko:K18354				1.0				1.0																									1.0	1.0																	1.0																						1.0						1.0			1.0		
ko:K05364				1.0		1.0		1.0		2.0			1.0									3.0						3.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0						1.0		4.0		1.0	1.0		1.0	1.0	1.0			1.0			3.0			1.0		1.0	1.0		
ko:K05522				1.0	1.0	1.0		1.0	1.0	1.0			1.0									1.0	1.0					1.0		1.0			1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0		1.0				1.0		1.0		1.0	1.0		1.0	1.0	1.0			2.0			1.0			1.0		1.0	1.0		1.0
ko:K05522,ko:K10563				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0						1.0		1.0			1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K05592,ko:K11927				1.0		1.0		2.0					1.0																				1.0	1.0	1.0										1.0						2.0		2.0		1.0						1.0					1.0		1.0	1.0	1.0			1.0						1.0		1.0	1.0		
ko:K05710				1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0					1.0				1.0		1.0	1.0	1.0		1.0	1.0			2.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	2.0	1.0	2.0		1.0	1.0		2.0		1.0		1.0					1.0	1.0		1.0	1.0	1.0	1.0		1.0		1.0			1.0			2.0			2.0	2.0	1.0	2.0	1.0	
ko:K05898				1.0			1.0	2.0																			2.0						2.0	1.0						1.0					1.0						2.0		3.0																3.0					1.0		1.0	1.0		2.0	1.0		2.0		
ko:K05934,ko:K13540				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0																		1.0		1.0										1.0						1.0				1.0						1.0			1.0		
ko:K05979				1.0		1.0		1.0		2.0			1.0									1.0						2.0			1.0		1.0	1.0	1.0										1.0									1.0	1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0					1.0	1.0		
ko:K06133				1.0	1.0	1.0		1.0	1.0	5.0	1.0	1.0			3.0		1.0	1.0				3.0	1.0					4.0		1.0			1.0		1.0			1.0	1.0		1.0	1.0			1.0			1.0	1.0		1.0	1.0		1.0		1.0	1.0						3.0					1.0	1.0		1.0	2.0		1.0		2.0			1.0					
ko:K06178,ko:K06183				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K06215				1.0		1.0		1.0		1.0			1.0		1.0							1.0						1.0			1.0		1.0	1.0	1.0			1.0					1.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K06346				1.0		1.0		1.0		1.0			1.0		1.0							1.0						1.0			1.0		1.0	1.0	1.0			1.0					1.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K06877				1.0	2.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0									1.0				1.0		1.0			2.0		1.0	1.0				1.0			1.0		1.0	1.0				1.0			1.0		1.0										1.0		1.0				1.0				1.0			1.0			1.0			1.0		
ko:K06888				1.0		1.0		2.0		1.0			1.0					1.0				1.0			1.0			1.0			1.0	1.0						3.0					1.0	1.0	1.0		1.0		1.0				1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0					1.0	1.0					1.0	1.0		
ko:K06901				1.0		1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0		4.0	1.0				2.0		2.0		1.0	1.0			2.0	1.0	2.0	1.0	1.0	1.0	1.0		1.0	1.0	2.0	1.0		1.0	1.0	1.0		2.0	1.0	1.0	1.0				1.0	2.0		1.0	1.0				1.0	1.0	1.0	3.0	1.0	1.0	1.0		1.0	2.0			1.0	1.0			3.0	1.0				1.0	1.0	1.0	2.0
ko:K06960				1.0		1.0		1.0		1.0			1.0		1.0							1.0						1.0			1.0		1.0	1.0	1.0			1.0					1.0		1.0						1.0		1.0		1.0								1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K06976				1.0		1.0		1.0		1.0			1.0		2.0							1.0						1.0			1.0		2.0	1.0									1.0								1.0		1.0										1.0		1.0				1.0				1.0			1.0			1.0			1.0		1.0
ko:K06977				1.0	2.0	1.0			1.0		2.0	2.0			1.0			1.0							1.0													1.0			2.0		1.0	1.0			1.0	2.0	1.0							1.0														1.0												1.0		
ko:K06994				8.0		5.0		10.0		10.0			5.0		1.0							6.0						6.0			3.0		10.0	7.0	2.0			2.0					5.0		3.0						8.0		20.0		3.0						4.0		7.0		2.0	4.0		3.0	11.0	2.0			6.0			12.0			8.0		4.0	6.0		
ko:K06995				1.0			6.0	1.0		1.0	1.0		1.0	1.0		1.0		1.0	3.0	4.0		1.0		3.0	3.0	3.0		1.0	2.0			2.0				2.0	2.0		2.0			1.0	1.0	6.0	1.0	3.0	2.0		5.0	2.0		1.0	1.0		1.0					2.0	2.0	3.0	1.0	3.0	1.0	1.0	2.0	1.0		1.0	3.0	2.0	1.0	1.0		1.0		2.0	1.0		1.0		2.0	1.0
ko:K07005				1.0				3.0		2.0			2.0					1.0	1.0			5.0		1.0	1.0			3.0	1.0	1.0	1.0	2.0	1.0		1.0	2.0	1.0		1.0	1.0				4.0	1.0	2.0	3.0		4.0	1.0	1.0		3.0	1.0						1.0	1.0	2.0	4.0	2.0	2.0	2.0	1.0	1.0	2.0			1.0		1.0		5.0		1.0	1.0	1.0	2.0	1.0	1.0	1.0
ko:K07029				1.0		1.0		2.0					1.0		1.0							1.0						1.0			1.0		2.0	1.0	1.0			1.0					1.0		2.0						2.0		1.0		1.0						1.0		2.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			2.0		1.0	2.0		
ko:K07030				1.0		1.0		1.0		1.0	1.0	1.0	1.0		1.0							1.0						1.0			1.0		1.0	1.0				1.0			1.0		1.0					1.0			1.0		1.0										1.0		1.0				1.0				1.0			1.0			1.0			1.0		
ko:K07053,ko:K20859				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	2.0	1.0								1.0		1.0						1.0				1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K07067				1.0		1.0		1.0		1.0			1.0		1.0							1.0						1.0			1.0		1.0	1.0				1.0					1.0								1.0		1.0										1.0		1.0								1.0			1.0			1.0			1.0		
ko:K07071				2.0		1.0	1.0	2.0		1.0	1.0		1.0		2.0		1.0			1.0		1.0	2.0					1.0			1.0		1.0	1.0	3.0			1.0					1.0		2.0						1.0		2.0		2.0	1.0	2.0				2.0		1.0		1.0	2.0		2.0	3.0	1.0			1.0	1.0		2.0	1.0		1.0		2.0	1.0		1.0
ko:K07074				1.0						1.0	1.0	1.0			1.0							2.0	1.0					1.0			1.0		1.0	1.0				1.0				1.0		1.0							1.0										1.0		2.0						1.0					1.0		1.0								1.0
ko:K07077				1.0		1.0		1.0		1.0			1.0					1.0	1.0			1.0		1.0	1.0	1.0		1.0	1.0			1.0	1.0	1.0		1.0	1.0		1.0				1.0	1.0	1.0	1.0			1.0		1.0		1.0		1.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	3.0				1.0		1.0	2.0		1.0	1.0		1.0	1.0	1.0	
ko:K07089				1.0						1.0					2.0					1.0											3.0	1.0			1.0										1.0										1.0						1.0					1.0				1.0						3.0					1.0			
ko:K07095				1.0		1.0							1.0		1.0								1.0							1.0	1.0							1.0					1.0										1.0				1.0								1.0			1.0		1.0		1.0	1.0		1.0	1.0	1.0							
ko:K07119				1.0	1.0	1.0	2.0	3.0		2.0	1.0	1.0	1.0			1.0	3.0			3.0		2.0					4.0	2.0		2.0				1.0				1.0		4.0	1.0		1.0		1.0			1.0			2.0	2.0	1.0	4.0		1.0		1.0				1.0	2.0		1.0	1.0		1.0	2.0			2.0		1.0	1.0	4.0	2.0	1.0		2.0	1.0			4.0
ko:K07150				1.0		1.0		1.0							1.0																1.0																																		1.0					1.0												1.0		
ko:K07156,ko:K14166				1.0		1.0																											1.0		1.0								3.0		1.0								1.0		1.0						2.0				1.0	3.0			1.0	1.0									1.0		2.0			
ko:K07164				1.0		1.0		1.0		1.0			1.0									1.0	1.0					1.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0		1.0				1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K07175				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0			1.0		1.0						1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0		1.0		1.0			1.0			1.0	1.0	1.0		1.0			1.0			1.0		1.0		1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0		1.0		1.0	1.0		1.0
ko:K07177				1.0		1.0		1.0		2.0			1.0		1.0							2.0						2.0			2.0		1.0	1.0	1.0			1.0					1.0		1.0						1.0		1.0		1.0						1.0		2.0		1.0	1.0		1.0	1.0	1.0			1.0			2.0			1.0		1.0	1.0		
ko:K07224				2.0		1.0		1.0		1.0			1.0	1.0						1.0		1.0						1.0			1.0		1.0	1.0									1.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0					1.0			1.0			1.0		1.0	1.0		
ko:K07243				1.0	2.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0			1.0			2.0		1.0						1.0			2.0		1.0	1.0						1.0			1.0		1.0					1.0	1.0	1.0			1.0						1.0		1.0		1.0	1.0		2.0		1.0			1.0		1.0	1.0	1.0		1.0		1.0	1.0		1.0
ko:K07250				1.0		1.0		2.0		1.0			1.0									1.0						1.0			2.0		2.0		1.0								1.0	1.0	2.0						1.0		1.0		1.0						1.0		1.0		2.0	1.0		2.0		2.0			1.0			1.0			1.0		1.0			
ko:K07259				1.0		1.0	1.0	1.0	1.0	3.0			2.0				1.0			2.0		1.0						1.0		2.0			1.0	1.0				1.0					2.0		1.0						1.0	1.0	1.0					1.0			1.0		1.0		2.0			1.0	1.0	1.0		1.0	1.0	1.0		2.0	1.0		1.0			1.0		2.0
ko:K07284				1.0		1.0		3.0		1.0			1.0		5.0	1.0						3.0						3.0	1.0		2.0		1.0	1.0	1.0	1.0	1.0	3.0	1.0				1.0		1.0	1.0				1.0	1.0				2.0					1.0	2.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0		1.0						3.0			1.0		2.0	2.0	1.0	
ko:K07399				1.0		1.0		1.0		1.0			1.0		1.0							1.0						1.0		1.0	1.0		1.0	1.0	1.0			1.0					2.0		1.0						2.0	1.0	1.0		1.0			1.0			1.0		1.0		1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0		1.0		1.0	1.0		1.0
ko:K07442				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K07451				5.0		5.0				1.0							1.0					1.0		1.0					1.0		1.0				6.0		1.0		1.0						4.0	1.0	1.0		1.0						4.0					1.0	4.0		2.0		1.0	1.0	1.0	6.0					3.0		2.0		1.0				2.0	1.0	1.0	
ko:K07465				1.0		1.0		1.0		1.0			2.0									1.0						1.0					1.0	1.0									2.0								1.0		1.0										2.0		1.0				1.0				1.0			1.0			1.0			1.0		
ko:K07503				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0						1.0				1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K07560				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0			1.0	1.0	1.0	1.0		1.0			1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0			1.0	1.0	1.0			1.0	1.0	1.0			1.0		1.0				1.0	1.0		1.0		1.0	1.0	1.0	1.0				1.0			1.0	1.0	1.0		1.0	1.0		1.0			1.0	1.0	1.0
ko:K07636,ko:K07654				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K07653				1.0		1.0		1.0		2.0												1.0						1.0					1.0																		1.0		1.0										1.0					1.0	1.0				1.0			4.0			1.0			1.0		
ko:K07669,ko:K07672				1.0		1.0		1.0		1.0												1.0						1.0					1.0										1.0								1.0		1.0										1.0						1.0				1.0			4.0			1.0			1.0		
ko:K07670				1.0		1.0		1.0		1.0			1.0						1.0			1.0		1.0				1.0					1.0	1.0	1.0				1.0				1.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K07693				1.0	1.0	1.0		1.0	1.0	4.0	1.0	1.0	1.0									3.0						3.0			1.0		1.0	1.0				1.0			1.0		1.0		1.0			1.0							1.0						1.0		3.0			2.0			2.0				1.0			4.0					2.0	1.0		
ko:K07768				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K07776				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0						1.0		1.0		2.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K07778				1.0	1.0	1.0		1.0	1.0	2.0	1.0	1.0	1.0		1.0							2.0						3.0			1.0		1.0	1.0				1.0			1.0		1.0		1.0			1.0					1.0		1.0						1.0		2.0			2.0			3.0				1.0			2.0			1.0		2.0			
ko:K07816				1.0		1.0		2.0							2.0																1.0		1.0	1.0	1.0			1.0							1.0		1.0				1.0		1.0		1.0						1.0					1.0		1.0	1.0										1.0		1.0	1.0		
ko:K08166				1.0												1.0		1.0				2.0						1.0		1.0	2.0																					1.0				1.0																												1.0
ko:K08170				1.0																																																																																
ko:K08221				1.0		1.0		1.0					1.0		2.0							1.0									2.0		1.0	1.0				2.0					1.0		1.0								1.0								1.0		1.0		1.0	1.0		1.0	1.0				1.0			1.0					1.0	2.0		
ko:K08252,ko:K16692				1.0		1.0				1.0							2.0													2.0				1.0																													1.0																					3.0
ko:K08300,ko:K08301				1.0		1.0		1.0		1.0			1.0									1.0						1.0					1.0	1.0	1.0								1.0		1.0						1.0		1.0		1.0						1.0		1.0		1.0	1.0		1.0	1.0	1.0			1.0			1.0			1.0		1.0	1.0		
ko:K08372				2.0		2.0		4.0		3.0	1.0		2.0									4.0						4.0					4.0	2.0	1.0								2.0		1.0						4.0		3.0		1.0						1.0		4.0		2.0	1.0		2.0	3.0	1.0			2.0			3.0			4.0		1.0	3.0		
ko:K08483				1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0					1.0						1.0		1.0	2.0		1.0	2.0	1.0			1.0			1.0				1.0			1.0	1.0	1.0	1.0	1.0	1.0		1.0			1.0			1.0		1.0			2.0	1.0	1.0	1.0	2.0		1.0	1.0	1.0		1.0	1.0		1.0		2.0			1.0
