	Root241	Root381	Root105	Root236	Root179	Root495	Root68	Root1257	Root480	Root107	Root630	Root916	Root181	Root670	Root11	Root1472	Root1238	Root1471	Root491	Root569	Root685	Root1304	Root935	Root482	Root552	Root149	Root154	Root431	Root74	Root133	Root444D2	Root100	Root240	Root22	Root53	Root558	Root1298	Root920	Root1252	Root710	Root559	Root1280	Root101	Root102	Root1464	Root278	Root157	Root667	Root172	Root1203	Root190	Root170	Root265	Root1277	Root180	Root1455	Root186	Root70	Root635	Root954	Root61	Root1212	Root1295	Root423	Root456	Root322	Root1220	Root1293	Root136	Root332	Root564	Root318D1	Root122	Root217	Root123D2	Root1310	Root189	Root1240	Root614	Root1294	Root1433D1	Root151	Root1312	Root198D2
ko:K01069	Root241|2758	Root381|2473,Root381|3175	Root105|380,Root105|1627,Root105|4644		Root179|3328	Root495|3432	Root68|2274,Root68|3685	Root1257|2169,Root1257|4500	Root480|518	Root107|3366	Root630|926,Root630|2273	Root916|396	Root181|945	Root670|2442,Root670|4411	Root11|186,Root11|4733	Root1472|2345	Root1238|1115,Root1238|4167	Root1471|318,Root1471|2461,Root1471|3174	Root491|683,Root491|1796	Root569|300,Root569|5181	Root685|1615,Root685|2012,Root685|2853	Root1304|3964		Root482|1086,Root482|3372	Root552|497,Root552|2069	Root149|481,Root149|2993	Root154|1338	Root431|3947	Root74|3094,Root74|4562	Root133|1782	Root444D2|4480	Root100|1957,Root100|4442	Root240|3557,Root240|4234	Root22|2316	Root53|2164	Root558|1055,Root558|2390	Root1298|3446,Root1298|5139	Root920|2525	Root1252|2879,Root1252|2975	Root710|3568	Root559|2749	Root1280|2978,Root1280|3075	Root101|3543	Root102|235,Root102|787,Root102|4658		Root278|726,Root278|3109	Root157|372,Root157|916	Root667|3109	Root172|729,Root172|3715,Root172|4474	Root1203|479,Root1203|4384,Root1203|5262	Root190|1589,Root190|3853	Root170|4456	Root265|13	Root1277|2480,Root1277|3821		Root1455|1122		Root70|3054	Root635|248,Root635|1268	Root954|1072,Root954|4045		Root1212|419,Root1212|2705	Root1295|2510	Root423|3048,Root423|4670	Root456|2617		Root1220|1573,Root1220|2155,Root1220|3943		Root136|4518		Root564|1952,Root564|3640	Root318D1|5107	Root122|4083,Root122|4137	Root217|1684	Root123D2|2266,Root123D2|3602	Root1310|6250	Root189|393,Root189|3562	Root1240|725,Root1240|3388	Root614|1391,Root614|2012,Root614|2827	Root1294|2839,Root1294|4320		Root151|586	Root1312|3791,Root1312|4885	Root198D2|4073
ko:K01070	Root241|209	Root381|2862			Root179|1544		Root68|188		Root480|1554		Root630|1772	Root916|2827		Root670|3093	Root11|5334	Root1472|4017	Root1238|791		Root491|9	Root569|2242	Root685|3342			Root482|2085	Root552|4326	Root149|1353	Root154|847		Root74|6901	Root133|3026		Root100|4500				Root558|3075	Root1298|6942		Root1252|6485	Root710|2748	Root559|3625	Root1280|4334				Root278|3978,Root278|6541		Root667|1704	Root172|1111	Root1203|1067		Root170|5135		Root1277|532		Root1455|3137		Root70|4393		Root954|3449		Root1212|3964		Root423|6780			Root1220|900				Root564|3368	Root318D1|5065		Root217|2597			Root189|4525	Root1240|1771		Root1294|2156			Root1312|5767	Root198D2|1926
ko:K01077	Root241|764	Root381|3966	Root105|708,Root105|2102						Root480|2595		Root630|2906	Root916|176		Root670|4162	Root11|655,Root11|4591	Root1472|1465	Root1238|3816		Root491|185		Root685|222,Root685|3775		Root935|1529	Root482|744			Root154|2112		Root74|2914				Root240|1829	Root22|2810		Root558|2011	Root1298|2993	Root920|1153,Root920|2742	Root1252|1876,Root1252|2496		Root559|3438	Root1280|863				Root278|1631,Root278|3512		Root667|2910		Root1203|996,Root1203|4949			Root265|423	Root1277|1176		Root1455|2635	Root186|54		Root635|755,Root635|776	Root954|1451		Root1212|47,Root1212|2302		Root423|2669			Root1220|962,Root1220|4709						Root122|3753					Root1240|184				Root151|3987	Root1312|3211	
ko:K01079	Root241|1967	Root381|1910	Root105|1505	Root236|422		Root495|1425	Root68|1691	Root1257|124		Root107|3121			Root181|2571	Root670|1263		Root1472|2006	Root1238|1164	Root1471|1542	Root491|2784	Root569|1592	Root685|242	Root1304|2140,Root1304|3389	Root935|2416	Root482|416	Root552|1252	Root149|1061	Root154|1451	Root431|2555,Root431|5485	Root74|237	Root133|1717		Root100|261	Root240|4611	Root22|3425	Root53|420	Root558|240	Root1298|237		Root1252|1150	Root710|548		Root1280|2038	Root101|1565	Root102|4367	Root1464|1501	Root278|2336	Root157|2137		Root172|3347	Root1203|1631	Root190|3649	Root170|1705	Root265|4879	Root1277|2135	Root180|1265	Root1455|3014	Root186|2074	Root70|3215	Root635|788	Root954|5469	Root61|223	Root1212|2738	Root1295|4459	Root423|237	Root456|830	Root322|280	Root1220|4737	Root1293|761	Root136|1671	Root332|2249	Root564|2611	Root318D1|3938	Root122|3605	Root217|5748	Root123D2|314	Root1310|18,Root1310|5662	Root189|1533	Root1240|1981	Root614|4773	Root1294|3047	Root1433D1|1527	Root151|2351	Root1312|237	Root198D2|4160
ko:K01082	Root241|962	Root381|1564	Root105|1962	Root236|2623	Root179|2164		Root68|3056	Root1257|1809	Root480|70	Root107|4598	Root630|1289	Root916|3731		Root670|2955		Root1472|4575,Root1472|5200		Root1471|324	Root491|4125	Root569|1801	Root685|1448			Root482|1478	Root552|2061	Root149|2120	Root154|3860		Root74|1525,Root74|4993			Root100|1963	Root240|3443			Root558|4857,Root558|5918	Root1298|1349,Root1298|6415		Root1252|5528,Root1252|5942	Root710|1253	Root559|3205	Root1280|653		Root102|197		Root278|5067	Root157|923	Root667|3341	Root172|696	Root1203|3236	Root190|1288		Root265|304,Root265|4556	Root1277|804		Root1455|4280			Root635|2839	Root954|1557,Root954|6471		Root1212|1561		Root423|4492,Root423|5683			Root1220|3825				Root564|2214		Root122|2311		Root123D2|2594			Root1240|2428	Root614|1507	Root1294|4036		Root151|3992	Root1312|1404,Root1312|6360	Root198D2|2616
ko:K01083	Root241|693			Root236|841	Root179|1023				Root480|1872		Root630|148,Root630|363	Root916|2264,Root916|3091,Root916|3092				Root1472|1160				Root569|5275		Root1304|4035	Root935|1046				Root154|2386	Root431|1242												Root710|752	Root559|721,Root559|1942				Root1464|381			Root667|898					Root265|2674	Root1277|3929		Root1455|3476	Root186|3606		Root635|1600				Root1295|1168											Root217|1050						Root1294|2890				
ko:K01087	Root241|3738	Root381|600		Root236|3243	Root179|1585	Root495|2593		Root1257|1579	Root480|1851	Root107|602,Root107|4928			Root181|959	Root670|1018		Root1472|860		Root1471|1718			Root685|1873	Root1304|851				Root149|2032		Root431|4823					Root240|3103	Root22|166	Root53|502					Root710|2507,Root710|3055			Root101|2591	Root102|4231					Root172|4676	Root1203|3448	Root190|1555		Root265|3820	Root1277|4007	Root180|1468	Root1455|101,Root1455|3560		Root70|2533	Root635|3286		Root61|762,Root61|2671	Root1212|935	Root1295|1351		Root456|2605	Root322|675	Root1220|272		Root136|3486	Root332|1586		Root318D1|1149	Root122|4294	Root217|2859	Root123D2|3014	Root1310|1814	Root189|2201,Root189|5340		Root614|3541	Root1294|3556	Root1433D1|1916	Root151|750		
ko:K01091	Root241|436,Root241|952	Root381|64,Root381|1427,Root381|1647,Root381|1708,Root381|3454,Root381|4619,Root381|4802	Root105|2640,Root105|2641		Root179|1669	Root495|3516	Root68|2753,Root68|2841,Root68|3438	Root1257|4282		Root107|570,Root107|2506	Root630|43	Root916|2146	Root181|9,Root181|3085	Root670|498,Root670|1665,Root670|2286,Root670|2817	Root11|1878,Root11|1890,Root11|6266	Root1472|515,Root1472|4040	Root1238|1389,Root1238|3864,Root1238|3931	Root1471|282,Root1471|897,Root1471|3382	Root491|14,Root491|699,Root491|789,Root491|2973	Root569|1027,Root569|2544,Root569|5466	Root685|831,Root685|1103,Root685|1657	Root1304|718,Root1304|1011	Root935|1070	Root482|172,Root482|1104,Root482|1231,Root482|2089	Root552|2104,Root552|2437,Root552|2746,Root552|3621	Root149|496,Root149|630,Root149|1188,Root149|1348	Root154|3429	Root431|4728	Root74|1221,Root74|3115,Root74|3238,Root74|4649,Root74|6898	Root133|3265,Root133|5564,Root133|5869,Root133|5910	Root444D2|3831,Root444D2|4507	Root100|1401,Root100|1546,Root100|1940,Root100|3388	Root240|4369	Root22|474	Root53|2241	Root558|749,Root558|1145,Root558|2411,Root558|2534,Root558|3072	Root1298|1186,Root1298|3467,Root1298|3592,Root1298|5226,Root1298|6939		Root1252|72,Root1252|1585,Root1252|2901,Root1252|3074,Root1252|6488	Root710|1097,Root710|3998	Root559|823,Root559|2164	Root1280|1868,Root1280|2197,Root1280|3564,Root1280|4320	Root101|2429	Root102|252,Root102|5438,Root102|5639,Root102|5745	Root1464|886	Root278|751,Root278|871,Root278|3026,Root278|3975,Root278|4904	Root157|862,Root157|2015,Root157|2361,Root157|3243	Root667|234,Root667|796	Root172|748,Root172|1874,Root172|4426,Root172|4807	Root1203|326,Root1203|453,Root1203|1061,Root1203|1078,Root1203|3963	Root190|3742	Root170|1188,Root170|1761,Root170|4691,Root170|4864	Root265|2759	Root1277|971,Root1277|1661	Root180|2686	Root1455|3179,Root1455|3687	Root186|3634	Root70|2146,Root70|2754	Root635|1115	Root954|928,Root954|1051,Root954|3446,Root954|4132,Root954|6004	Root61|2477	Root1212|438,Root1212|565,Root1212|2939,Root1212|3968	Root1295|1286	Root423|748,Root423|3069,Root423|3192,Root423|4580,Root423|6777	Root456|798	Root322|2285	Root1220|905,Root1220|1007,Root1220|2175,Root1220|2290	Root1293|2692	Root136|512	Root332|598,Root332|1095	Root564|1307,Root564|1438,Root564|1965,Root564|2084	Root318D1|883,Root318D1|1978,Root318D1|3761	Root122|945	Root217|767,Root217|5480	Root123D2|1835	Root1310|1787	Root189|1469,Root189|3193,Root189|3641	Root1240|758,Root1240|939,Root1240|1907,Root1240|3625	Root614|4627	Root1294|4180,Root1294|4287	Root1433D1|3268	Root151|42	Root1312|1184,Root1312|3812,Root1312|3937,Root1312|4972,Root1312|5770	Root198D2|74,Root198D2|5690
ko:K01092	Root241|1369,Root241|2921	Root381|461,Root381|2373,Root381|2912,Root381|4184,Root381|4303	Root105|1769,Root105|2975,Root105|3382,Root105|4089	Root236|284	Root179|1347	Root495|1520,Root495|3194	Root68|389	Root1257|502,Root1257|525	Root480|1599	Root107|3922,Root107|5330,Root107|6144	Root630|373	Root916|3425	Root181|2894	Root670|873,Root670|2412,Root670|2413,Root670|2519,Root670|3143,Root670|3477,Root670|3676,Root670|4772	Root11|2393	Root1472|1254,Root1472|3725	Root1238|4890,Root1238|4959,Root1238|5386	Root1471|1271,Root1471|2390,Root1471|2913,Root1471|2915,Root1471|2916,Root1471|3364	Root491|792,Root491|1985,Root491|3389,Root491|3900,Root491|3910,Root491|4346,Root491|4625,Root491|4881,Root491|4882	Root569|4286	Root685|373,Root685|1705,Root685|2767	Root1304|5942		Root482|1235,Root482|1899,Root482|2197,Root482|2364,Root482|2515,Root482|2525,Root482|3576	Root552|520,Root552|1739,Root552|3986	Root149|633,Root149|1222,Root149|2569,Root149|3896,Root149|3997,Root149|4027,Root149|4970	Root154|993,Root154|3547	Root431|3269	Root74|1303,Root74|3241,Root74|3976,Root74|3986,Root74|4682,Root74|5505,Root74|6404	Root133|803	Root444D2|6166,Root444D2|6375	Root100|747,Root100|749,Root100|910,Root100|2271	Root240|118	Root22|2216	Root53|1534	Root558|830,Root558|1178,Root558|2537,Root558|3481,Root558|3491,Root558|5291,Root558|6233	Root1298|1268,Root1298|3595,Root1298|4259,Root1298|4712,Root1298|4722,Root1298|5259,Root1298|5857	Root920|1607	Root1252|75,Root1252|1664,Root1252|3110,Root1252|4047,Root1252|5702,Root1252|5713,Root1252|5804,Root1252|7290	Root710|2147,Root710|3401	Root559|371	Root1280|3098	Root101|29	Root102|1218,Root102|2304,Root102|2611,Root102|2820	Root1464|581	Root278|874,Root278|2991,Root278|3906,Root278|4986,Root278|5372,Root278|5383,Root278|6500	Root157|28,Root157|345,Root157|2909	Root667|1243	Root172|89,Root172|337,Root172|1340,Root172|4171	Root1203|323,Root1203|1000,Root1203|2760,Root1203|3917,Root1203|4707	Root190|2503	Root170|1311,Root170|2407,Root170|5219	Root265|168,Root265|267,Root265|1783	Root1277|734	Root180|1983	Root1455|392,Root1455|1268	Root186|2550	Root70|4126	Root635|346,Root635|917,Root635|1605,Root635|1606,Root635|2349,Root635|2968	Root954|925,Root954|4165,Root954|4327,Root954|6086,Root954|6204,Root954|6984,Root954|6994	Root61|1537,Root61|1539	Root1212|568,Root1212|2589,Root1212|3040,Root1212|4086,Root1212|4096,Root1212|4191	Root1295|5021,Root1295|7014	Root423|3195,Root423|4547,Root423|4748,Root423|4758,Root423|5220,Root423|5785,Root423|6522	Root456|1115	Root322|3027	Root1220|958,Root1220|1948,Root1220|2293,Root1220|2600,Root1220|4999,Root1220|5281	Root1293|2887	Root136|1040,Root136|1208,Root136|4194,Root136|6008	Root332|302	Root564|911,Root564|912,Root564|956,Root564|1105,Root564|2087,Root564|2925,Root564|2934,Root564|3983	Root318D1|1142,Root318D1|4736	Root122|1685	Root217|2110,Root217|2467,Root217|2851	Root123D2|2754,Root123D2|2822	Root1310|3956,Root1310|4938,Root1310|8115	Root189|4041	Root1240|700,Root1240|942,Root1240|1033,Root1240|1847,Root1240|2539,Root1240|4384	Root614|115	Root1294|1585,Root1294|2240,Root1294|4481	Root1433D1|2705	Root151|2006,Root151|2519	Root1312|1266,Root1312|2585,Root1312|3940,Root1312|4458,Root1312|4468,Root1312|5005,Root1312|5891	Root198D2|3993
ko:K01113	Root241|158,Root241|3120			Root236|3776		Root495|683,Root495|1201,Root495|1505	Root68|1734,Root68|4047	Root1257|1998,Root1257|2017,Root1257|2046		Root107|6440	Root630|932	Root916|375	Root181|3956			Root1472|1011,Root1472|3807	Root1238|493,Root1238|4679	Root1471|2558		Root569|420,Root569|4843		Root1304|5467	Root935|2304	Root482|4800		Root149|3092	Root154|115,Root154|978,Root154|3472	Root431|894	Root74|1924,Root74|2542	Root133|4016,Root133|4266			Root240|2514,Root240|3127,Root240|3406			Root558|2904,Root558|4047	Root1298|1918,Root1298|2620		Root1252|3701,Root1252|4213	Root710|737		Root1280|835,Root1280|3575		Root102|1072	Root1464|1143	Root278|1226,Root278|3331			Root172|2776,Root172|4407	Root1203|2171,Root1203|2172	Root190|1448		Root265|3735	Root1277|618		Root1455|1092	Root186|2201	Root70|3756		Root954|142,Root954|4836			Root1295|3399,Root1295|7450	Root423|1852,Root423|2108			Root1220|1772		Root136|1844,Root136|6186		Root564|419	Root318D1|1579,Root318D1|4663		Root217|354,Root217|4886,Root217|6172		Root1310|569,Root1310|7310	Root189|3837		Root614|3213,Root614|3438,Root614|4175	Root1294|2414,Root1294|2906		Root151|3865	Root1312|1973,Root1312|2839	Root198D2|949,Root198D2|2654,Root198D2|4949
ko:K01126	Root241|377	Root381|3639,Root381|3750	Root105|116,Root105|1330,Root105|3005,Root105|5501	Root236|522,Root236|1085,Root236|1574,Root236|2413,Root236|2961	Root179|1741	Root495|82,Root495|1337,Root495|2241,Root495|2422,Root495|3077	Root68|865,Root68|1936	Root1257|137,Root1257|225,Root1257|2727,Root1257|3919,Root1257|5001	Root480|2596	Root107|1506,Root107|6216,Root107|6301	Root630|2389	Root916|782	Root181|696,Root181|2673,Root181|3488	Root670|196,Root670|1779,Root670|4947,Root670|4952	Root11|2178,Root11|4950,Root11|5074,Root11|5727	Root1472|1035,Root1472|1327	Root1238|1995,Root1238|3421	Root1471|508,Root1471|1246	Root491|81,Root491|1740,Root491|3390	Root569|1979,Root569|5526	Root685|361,Root685|667,Root685|2104	Root1304|2352,Root1304|3329,Root1304|3664,Root1304|3908,Root1304|4072	Root935|1072,Root935|3537	Root482|1982	Root552|1826,Root552|2612	Root149|1288,Root149|2424,Root149|3895	Root154|2187	Root431|2032,Root431|2587,Root431|3846,Root431|4001,Root431|5544	Root74|2722,Root74|5786	Root133|5784	Root444D2|668,Root444D2|1415,Root444D2|1417,Root444D2|2601,Root444D2|3132	Root100|1462,Root100|3771	Root240|1775,Root240|2731,Root240|4513	Root22|2337,Root22|3268,Root22|3680,Root22|3769	Root53|267,Root53|1435,Root53|1819,Root53|2321	Root558|2203,Root558|3199	Root1298|2801,Root1298|4033	Root920|1166,Root920|2467	Root1252|2691,Root1252|5032	Root710|256	Root559|1610	Root1280|818,Root1280|3280	Root101|2617,Root101|2618,Root101|2948,Root101|3164,Root101|3278,Root101|3602	Root102|2749,Root102|5562	Root1464|1464,Root1464|1671,Root1464|2381,Root1464|3264	Root278|1909,Root278|4099	Root157|1118,Root157|3026	Root667|2367	Root172|163,Root172|4705	Root1203|1326,Root1203|2762,Root1203|4683,Root1203|5204,Root1203|5838,Root1203|6137	Root190|764,Root190|1942,Root190|3564	Root170|779	Root265|4159	Root1277|735,Root1277|2296	Root180|256,Root180|1224,Root180|1586	Root1455|171	Root186|2876,Root186|3636	Root70|473,Root70|1208,Root70|3866,Root70|4251	Root635|898,Root635|1744,Root635|2533	Root954|1259,Root954|3805	Root61|620,Root61|3207,Root61|3627	Root1212|3612,Root1212|4628	Root1295|2008,Root1295|2458,Root1295|2587,Root1295|3180,Root1295|4604,Root1295|5298,Root1295|6104,Root1295|6579,Root1295|7134	Root423|2861,Root423|6095	Root456|745,Root456|2895	Root322|479,Root322|3150	Root1220|519,Root1220|643,Root1220|1662,Root1220|5283	Root1293|307,Root1293|809,Root1293|1842	Root136|5166	Root332|866,Root332|2304	Root564|3492	Root318D1|662,Root318D1|1458,Root318D1|2076,Root318D1|4458	Root122|68,Root122|1317,Root122|1809,Root122|3047,Root122|3063,Root122|3226	Root217|900,Root217|1444,Root217|3437	Root123D2|1036	Root1310|216,Root1310|4644,Root1310|5719,Root1310|6164,Root1310|6314,Root1310|6792	Root189|1413,Root189|5629	Root1240|1254,Root1240|3684	Root614|1150,Root614|2074,Root614|4686	Root1294|2467	Root1433D1|1720,Root1433D1|2831	Root151|546,Root151|547,Root151|1499,Root151|2495,Root151|2727	Root1312|3019,Root1312|5645	Root198D2|3225,Root198D2|4283
ko:K01129	Root241|2055	Root381|3498	Root105|2093	Root236|51,Root236|2386		Root495|853	Root68|3267	Root1257|4799		Root107|2436			Root181|3147	Root670|1714		Root1472|982	Root1238|1971	Root1471|1348	Root491|3067	Root569|5310	Root685|399,Root685|465	Root1304|1477	Root935|2610	Root482|1952	Root552|2401	Root149|1606	Root154|1605	Root431|262	Root74|5757	Root133|1961,Root133|5291	Root444D2|4793,Root444D2|6154	Root100|3495	Root240|4741	Root22|2060	Root53|2349	Root558|3228	Root1298|4062		Root1252|5001	Root710|2068		Root1280|3059	Root101|2978	Root102|3780	Root1464|491,Root1464|1345	Root278|4128	Root157|3208		Root172|2994	Root1203|1395	Root190|2352	Root170|3872	Root265|2664	Root1277|1640	Root180|1045	Root1455|2735	Root186|3771	Root70|401	Root635|1923	Root954|3776	Root61|421,Root61|1797	Root1212|3643	Root1295|5130	Root423|6066	Root456|45	Root322|241	Root1220|1503,Root1220|4075	Root1293|903	Root136|4577	Root332|2063	Root564|463,Root564|878,Root564|1793	Root318D1|1749	Root122|1957	Root217|1521	Root123D2|1340	Root1310|820	Root189|3112	Root1240|3573	Root614|4120	Root1294|3853	Root1433D1|1488	Root151|2937	Root1312|5616	Root198D2|2403
ko:K01133	Root241|3731						Root68|2855											Root1471|3054	Root491|3301	Root569|2525				Root482|1075	Root552|2298				Root74|3074		Root444D2|2765	Root100|1989	Root240|4749			Root558|2371	Root1298|3426		Root1252|2859					Root102|162		Root278|708	Root157|947		Root172|663	Root1203|3452	Root190|2358					Root1455|985				Root954|1092		Root1212|409		Root423|3029			Root1220|274				Root564|2699		Root122|3642	Root217|4059				Root1240|301	Root614|4115			Root151|2128	Root1312|3771	
ko:K01142	Root241|287,Root241|2031,Root241|2263	Root381|3566,Root381|4211,Root381|4951,Root381|5020	Root105|653,Root105|2097,Root105|3171,Root105|3733	Root236|824,Root236|3020	Root179|76,Root179|824	Root495|199,Root495|1546	Root68|926,Root68|3001,Root68|5497	Root1257|3850	Root480|854,Root480|2154,Root480|2545	Root107|3003,Root107|5346	Root630|633,Root630|3188	Root916|2989,Root916|3967	Root181|734,Root181|4272	Root670|2014,Root670|4681,Root670|4738,Root670|5020,Root670|5074	Root11|2658	Root1472|980,Root1472|1152,Root1472|1627,Root1472|4850	Root1238|173,Root1238|2248,Root1238|4250	Root1471|253,Root1471|1352,Root1471|2709	Root491|2357,Root491|3069,Root491|4735	Root569|724,Root569|2349,Root569|4062	Root685|468,Root685|3802	Root1304|5148,Root1304|5741	Root935|555,Root935|2153	Root482|582,Root482|1955,Root482|4744,Root482|4843	Root552|2397,Root552|4411	Root149|1522,Root149|1608,Root149|3154,Root149|5058	Root154|1755,Root154|2147,Root154|2733	Root431|2916,Root431|3607	Root74|1976,Root74|4153,Root74|5760	Root133|27,Root133|643,Root133|2114	Root444D2|6954	Root100|811,Root100|1163,Root100|3491	Root240|1063,Root240|3678	Root22|1284,Root22|3148	Root53|877,Root53|2658	Root558|2853,Root558|3225,Root558|3963,Root558|6326	Root1298|1970,Root1298|4059,Root1298|4890		Root1252|2241,Root1252|3752,Root1252|5004	Root710|242,Root710|2093,Root710|2464	Root559|1161,Root559|2049,Root559|3602	Root1280|2093	Root101|1029,Root101|2139	Root102|968,Root102|1933,Root102|3777	Root1464|2064,Root1464|3036	Root278|3279,Root278|4125,Root278|4528	Root157|176,Root157|3204	Root667|117,Root667|1786,Root667|2801	Root172|2491,Root172|2996,Root172|3928	Root1203|1397,Root1203|2117,Root1203|2257	Root190|1814,Root190|4735	Root170|345,Root170|4799	Root265|3154,Root265|5515	Root1277|1643,Root1277|2852,Root1277|3497	Root180|1895,Root180|2475	Root1455|1174,Root1455|2105,Root1455|2738	Root186|2384,Root186|4549	Root70|737,Root70|2957	Root635|718,Root635|1345,Root635|1926	Root954|3779,Root954|4437,Root954|4784	Root61|2769,Root61|3368	Root1212|2112,Root1212|3640,Root1212|4380,Root1212|4812	Root1295|2685,Root1295|6470	Root423|1402,Root423|1801,Root423|3518,Root423|6069	Root456|1152,Root456|3196	Root322|1891,Root322|3310	Root1220|496,Root1220|1375,Root1220|4073,Root1220|4214,Root1220|4215	Root1293|42,Root1293|2442	Root136|2742,Root136|2965	Root332|113,Root332|462	Root564|876,Root564|2806,Root564|4335	Root318D1|612,Root318D1|2137,Root318D1|4813	Root122|2426	Root217|1590,Root217|3756,Root217|4430	Root123D2|1336,Root123D2|3823	Root1310|1586,Root1310|5355	Root189|533,Root189|979	Root1240|3152,Root1240|3571	Root614|1216,Root614|2382	Root1294|3228,Root1294|3695,Root1294|3825	Root1433D1|959,Root1433D1|2989	Root151|348	Root1312|2025,Root1312|4635,Root1312|5619	Root198D2|1984,Root198D2|4516,Root198D2|5362
ko:K01153	Root241|2913		Root105|3833		Root179|1902	Root495|524			Root480|910				Root181|1258					Root1471|3398		Root569|3806			Root935|2755		Root552|2342,Root552|2608,Root552|2609,Root552|4097	Root149|690						Root100|1105			Root53|1240			Root920|894						Root102|4964			Root157|1122,Root157|3390,Root157|4020			Root1203|4153	Root190|1126						Root186|2494		Root635|1993			Root1212|2261	Root1295|1368							Root332|1468		Root318D1|3470				Root1310|2558	Root189|4350	Root1240|4153						Root198D2|883
